orgID,oldID,CountDate,MaterialID,Counter,Priority,Completed,Unscheduled,Material Not Found,Reason Scheduled,CM Print Flag,Notes
1,1572,07/26/2022,67,,CM Ct,TRUE,FALSE,FALSE,CM Random Count,TRUE,
1,1573,07/26/2022,111,,CM Ct,TRUE,FALSE,FALSE,CM Random Count,TRUE,
1,1574,07/28/2022,261,,hot,TRUE,FALSE,FALSE,"Ryan request, verify prev ct",FALSE,
1,1576,07/27/2022,61,,CM Ct,TRUE,FALSE,FALSE,CM Random Count,TRUE,
1,1577,07/27/2022,55,,CM Ct,TRUE,FALSE,FALSE,CM Random Count,FALSE,
1,1578,07/27/2022,223,,CM Ct,TRUE,FALSE,FALSE,CM Random Count,TRUE,
1,1579,07/27/2022,120,Calvin,,TRUE,FALSE,FALSE,Verify Prev Count,TRUE,
1,1580,07/27/2022,131,Calvin,,TRUE,FALSE,FALSE,Verify Prev Count,TRUE,s/b191. last ct missing 6
1,1581,07/27/2022,222,Calvin,,TRUE,FALSE,FALSE,,FALSE,physical count
1,1582,07/27/2022,224,Calvin,,TRUE,FALSE,FALSE,,FALSE,
1,1583,07/27/2022,628,Calvin,,TRUE,FALSE,FALSE,Verify Prev Count,FALSE,physically ct. last count missing 1
1,1584,07/29/2022,217,,,TRUE,FALSE,FALSE,Requested by L6,FALSE,
1,1594,07/28/2022,278,,hot,TRUE,FALSE,FALSE,Ryan request,FALSE,
1,1605,07/28/2022,394,,,TRUE,FALSE,FALSE,info,FALSE,Ask Ryan. Peter needs to know about this too - its on a picklist
1,1607,07/28/2022,273,,hot,TRUE,FALSE,FALSE,Ryan request,FALSE,
1,1608,07/28/2022,272,,hot,TRUE,FALSE,FALSE,Ryan request,FALSE,
1,1609,07/28/2022,678,,hot,TRUE,FALSE,FALSE,Ryan request,FALSE,
1,1610,07/28/2022,679,,hot,TRUE,FALSE,FALSE,Ryan request,FALSE,
1,1611,07/28/2022,266,,hot,TRUE,FALSE,FALSE,Ryan request,FALSE,
1,1612,07/28/2022,229,,hot,TRUE,FALSE,FALSE,Ryan request,FALSE,
1,1613,07/28/2022,315,,hot,TRUE,FALSE,FALSE,Ryan request,FALSE,
1,1647,08/08/2022,258,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1649,08/09/2022,273,,,TRUE,FALSE,FALSE,Movement 311 from GBRC on 8/1/2022,FALSE,
1,1650,08/09/2022,278,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 7/29/2022,FALSE,
1,1651,08/09/2022,467,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1654,08/09/2022,21,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1655,08/09/2022,23,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1663,08/04/2022,65,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1664,08/04/2022,111,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1665,08/04/2022,120,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1666,08/04/2022,131,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1667,08/04/2022,222,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1668,08/04/2022,224,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1669,08/04/2022,324,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1670,08/04/2022,343,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1671,08/04/2022,637,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1672,08/04/2022,325,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1674,08/04/2022,346,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1675,08/04/2022,385,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1676,08/04/2022,386,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1677,08/04/2022,9,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1678,08/04/2022,23,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1679,08/04/2022,24,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1680,08/04/2022,28,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1681,08/04/2022,33,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1682,08/04/2022,21,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1683,08/04/2022,61,,,FALSE,FALSE,FALSE,CM Audit,FALSE,
1,1685,08/04/2022,66,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1686,08/04/2022,85,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1687,08/04/2022,87,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1688,08/04/2022,106,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1689,08/04/2022,192,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1690,08/04/2022,218,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1691,08/04/2022,223,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1692,08/04/2022,268,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1693,08/04/2022,373,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1694,08/04/2022,374,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1695,08/04/2022,684,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1696,08/04/2022,685,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1697,08/04/2022,554,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1698,08/04/2022,628,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1700,08/04/2022,67,,,FALSE,FALSE,FALSE,CM Audit,FALSE,
1,1701,08/04/2022,83,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1702,08/04/2022,86,,,TRUE,FALSE,FALSE,CM Audit,FALSE,
1,1707,08/09/2022,261,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 8/3/2022,FALSE,
1,1708,08/08/2022,88,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1709,08/08/2022,104,,,TRUE,FALSE,FALSE,Movement 311 from GBRW on 8/4/2022,FALSE,
1,1710,08/08/2022,105,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1711,08/08/2022,132,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1712,08/09/2022,201,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1713,08/08/2022,294,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 8/4/2022,FALSE,
1,1714,08/08/2022,305,,,TRUE,FALSE,FALSE,Picked for Orders 08-05-2022,FALSE,
1,1715,08/08/2022,563,,,TRUE,FALSE,FALSE,Picked for Orders 08-05-2022,FALSE,
1,1716,08/08/2022,662,,,TRUE,FALSE,FALSE,Picked for Orders 08-05-2022,FALSE,
1,1718,08/09/2022,140,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1724,08/09/2022,479,,,TRUE,FALSE,FALSE,Picked for Orders 08-03-2022,FALSE,
1,1728,08/09/2022,141,,,TRUE,FALSE,FALSE,Movement 311 from GBRW on 7/27/2022,FALSE,
1,1730,08/08/2022,335,,,TRUE,FALSE,FALSE,Picked for Orders 08-05-2022,FALSE,
1,1733,08/09/2022,660,,,TRUE,FALSE,FALSE,Movement 311 from GBRU on 7/29/2022,FALSE,
1,1734,08/08/2022,206,,,TRUE,FALSE,FALSE,,FALSE,
1,1735,08/08/2022,93,,,TRUE,FALSE,FALSE,,FALSE,
1,1736,08/08/2022,106,,,TRUE,FALSE,FALSE,,FALSE,
1,1737,08/08/2022,184,,,TRUE,FALSE,FALSE,,FALSE,
1,1738,08/08/2022,96,,,TRUE,FALSE,FALSE,,FALSE,
1,1739,08/08/2022,55,,,TRUE,FALSE,FALSE,,FALSE,
1,1740,08/08/2022,692,,,TRUE,FALSE,FALSE,,FALSE,
1,1746,08/16/2022,184,,,FALSE,FALSE,FALSE,Picked for Orders 08-09-2022,FALSE,
1,1747,08/16/2022,692,,,TRUE,FALSE,FALSE,Picked for Orders 08-09-2022,FALSE,
1,1748,08/22/2022,193,wave2,Ryan,TRUE,FALSE,FALSE,"Picked for Orders 08-09-2022, verify prev ct, Ryan red list",FALSE,
1,1749,08/10/2022,272,,NOTES!,TRUE,FALSE,FALSE,Movement 601 from GBRC on 8/5/2022,FALSE,This is an example. COUNT EVERYTHING IN THE CAGE!!
1,1750,08/16/2022,356,,,TRUE,FALSE,FALSE,Picked for Orders 08-09-2022,FALSE,
1,1756,08/16/2022,133,,,TRUE,FALSE,FALSE,Picked for Orders 08-09-2022,FALSE,
1,1760,08/16/2022,22,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 8/5/2022,FALSE,
1,1761,08/16/2022,318,,,TRUE,FALSE,FALSE,Picked for Orders 08-09-2022,FALSE,
1,1762,08/16/2022,8,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 8/5/2022,FALSE,
1,1764,08/10/2022,305,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1765,08/10/2022,132,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1766,08/10/2022,662,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1767,08/10/2022,193,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1768,08/10/2022,266,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1769,08/10/2022,229,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1770,08/10/2022,278,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1771,08/10/2022,259,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1772,08/10/2022,467,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1773,08/10/2022,689,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1774,08/10/2022,106,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1775,08/10/2022,192,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1776,08/10/2022,131,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1777,08/10/2022,628,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1778,08/10/2022,218,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1779,08/10/2022,222,,Ryan,TRUE,FALSE,FALSE,Ryan's hotlist,FALSE,
1,1781,08/11/2022,280,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1782,08/11/2022,196,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1783,08/11/2022,251,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1784,08/11/2022,98,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1785,08/11/2022,135,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1786,08/11/2022,133,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1787,08/11/2022,227,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1788,08/11/2022,238,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1789,08/11/2022,220,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1790,08/11/2022,141,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1791,08/11/2022,148,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1792,08/11/2022,149,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1793,08/11/2022,174,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1794,08/11/2022,129,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1795,08/11/2022,322,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1796,08/11/2022,244,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1797,08/11/2022,247,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1798,08/11/2022,249,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1799,08/11/2022,334,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1800,08/11/2022,333,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1801,08/11/2022,254,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1802,08/11/2022,232,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1803,08/11/2022,283,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1804,08/11/2022,284,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1805,08/11/2022,399,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1806,08/11/2022,242,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1807,08/11/2022,134,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1808,08/11/2022,286,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1809,08/11/2022,311,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1810,08/11/2022,152,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1811,08/11/2022,139,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1812,08/11/2022,234,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1813,08/11/2022,287,,Ryan,TRUE,FALSE,FALSE,Ryan AST-B,FALSE,
1,1814,08/16/2022,696,,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1815,08/15/2022,88,,Ryan,TRUE,FALSE,FALSE,Ryan hotlist,FALSE,
1,1816,08/15/2022,206,,Ryan,TRUE,FALSE,FALSE,Ryan hotlist,FALSE,
1,1817,08/15/2022,294,,Ryan,TRUE,FALSE,FALSE,Ryan hotlist,FALSE,
1,1818,08/15/2022,105,,Ryan,TRUE,FALSE,FALSE,Ryan hotlist,FALSE,
1,1819,08/15/2022,104,,Ryan,TRUE,FALSE,FALSE,Ryan hotlist,FALSE,
1,1821,08/22/2022,258,,,TRUE,FALSE,FALSE,Movement 311 from GBRC on 08/10/2022,FALSE,
1,1822,08/22/2022,259,,,TRUE,FALSE,FALSE,Movement 261 from GBRC on 08/11/2022,FALSE,
1,1823,08/22/2022,261,,,TRUE,FALSE,FALSE,Movement 261 from GBRW on 08/10/2022,FALSE,
1,1824,08/22/2022,270,,,TRUE,FALSE,FALSE,Movement 311 to GBRC on 08/15/2022,FALSE,
1,1825,08/22/2022,278,,,TRUE,FALSE,FALSE,Movement 311 to GBRC on 08/11/2022,FALSE,
1,1826,08/29/2022,279,Calvin,,FALSE,FALSE,FALSE,Movement 261 from GBRC on 08/09/2022,FALSE,
1,1827,08/25/2022,467,Calvin,,TRUE,FALSE,FALSE,Movement 311 from GBRC on 08/09/2022,FALSE,
1,1828,08/25/2022,466,Calvin,,TRUE,FALSE,FALSE,Movement 311 from GBRC on 08/11/2022,FALSE,
1,1829,08/24/2022,21,,,TRUE,FALSE,FALSE,Movement 311 from GBRW on 08/09/2022,FALSE,
1,1830,08/24/2022,24,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/12/2022,FALSE,
1,1831,09/02/2022,33,,,FALSE,FALSE,FALSE,Movement 101 to GBRU on 08/15/2022,FALSE,
1,1832,09/01/2022,201,Calvin,,TRUE,FALSE,FALSE,Movement 101 to GBRW on 08/12/2022,FALSE,
1,1833,08/24/2022,149,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/12/2022,FALSE,
1,1834,08/31/2022,194,,,TRUE,FALSE,FALSE,Movement 311 from GBRW on 08/11/2022,FALSE,
1,1835,08/24/2022,238,,,TRUE,FALSE,FALSE,Movement 311 from GBRW on 08/09/2022,FALSE,
1,1836,09/02/2022,322,,,FALSE,FALSE,FALSE,Movement 101 to GBRW on 08/12/2022,FALSE,
1,1837,08/22/2022,317,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/12/2022,FALSE,
1,1838,08/24/2022,689,,,TRUE,FALSE,FALSE,Movement 261 from GBRC on 08/11/2022,FALSE,
1,1839,08/22/2022,384,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/11/2022,FALSE,
1,1840,09/01/2022,240,Mikayla,,TRUE,FALSE,FALSE,Verify Prev Count,FALSE,DO NOT TRUST TAGS.  Individually count open boxes
1,1841,08/22/2022,87,,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1842,08/22/2022,192,,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1843,08/24/2022,287,,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1844,08/22/2022,346,,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1845,08/22/2022,343,,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1846,08/24/2022,66,,,TRUE,FALSE,FALSE,Material Movement,FALSE,
1,1847,08/22/2022,224,wave2,vfy,TRUE,FALSE,FALSE,"Material Movement, verify prev ct",FALSE,
1,1848,08/22/2022,697,,info,TRUE,FALSE,FALSE,"Received Material, initial count, info",FALSE,
1,1849,08/22/2022,184,,,TRUE,FALSE,FALSE,Picked for Orders,FALSE,
1,1850,08/29/2022,55,Calvin,,FALSE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,
1,1851,08/22/2022,96,,,TRUE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,
1,1852,08/24/2022,686,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 8/15/2022,FALSE,
1,1853,08/24/2022,9,,,TRUE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,
1,1854,08/25/2022,23,Tyree,,TRUE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,
1,1855,08/25/2022,637,Tyree,,TRUE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,
1,1856,08/31/2022,88,Mikayla,,TRUE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,
1,1857,08/31/2022,104,Mikayla,,TRUE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,
1,1858,09/02/2022,206,,,FALSE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,Physically count open boxes
1,1859,09/02/2022,294,,,FALSE,FALSE,FALSE,Picked for Orders 08-16-2022,FALSE,Physically count open boxes
1,1860,09/02/2022,654,,,FALSE,FALSE,FALSE,Movement 101 to GBRU on 8/15/2022,FALSE,
1,1861,08/18/2022,679,,CM Ct,FALSE,FALSE,FALSE,CM Random Count,TRUE,
1,1862,08/18/2022,315,,CM Ct,FALSE,FALSE,FALSE,CM Random Count,TRUE,
1,1863,08/18/2022,343,,CM Ct,FALSE,FALSE,FALSE,CM Random Count,TRUE,
1,1864,08/18/2022,131,,CM Ct,FALSE,FALSE,FALSE,CM Random Count,TRUE,
1,1865,08/18/2022,184,,CM Ct,FALSE,FALSE,FALSE,CM Random Count,TRUE,
1,1866,08/18/2022,692,,CM Ct,FALSE,FALSE,FALSE,CM Random Count,TRUE,
1,1867,08/24/2022,698,,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1868,08/22/2022,222,wave2,Ryan,TRUE,FALSE,FALSE,Ryan red list,FALSE,
1,1869,08/22/2022,266,wave2,Ryan,TRUE,FALSE,FALSE,Ryan red list,FALSE,
1,1870,08/22/2022,229,wave2,Ryan,TRUE,FALSE,FALSE,Ryan red list,FALSE,
1,1871,08/22/2022,689,wave2,Ryan,TRUE,FALSE,FALSE,Ryan red list,FALSE,
1,1872,08/25/2022,563,Calvin,Ryan,TRUE,FALSE,FALSE,Ryan red list,FALSE,
1,1873,08/25/2022,662,Tyree,Ryan,TRUE,FALSE,FALSE,Ryan red list,FALSE,
1,1874,08/24/2022,229,,vfy,TRUE,FALSE,FALSE,Verify Prev Count,FALSE,Check HVC_AST_CAGE
1,1875,08/24/2022,111,,,TRUE,FALSE,FALSE,Movement 311 to GBRW on 08/18/2022,FALSE,
1,1876,08/30/2022,222,,SAP comp,TRUE,FALSE,FALSE,Find the missing 9,FALSE,
1,1877,08/29/2022,356,Calvin,reconc,FALSE,FALSE,FALSE,Reconcile Phys/SAP,FALSE,
1,1878,09/01/2022,98,Mikayla,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1879,08/31/2022,147,,,TRUE,FALSE,FALSE,Received Material,FALSE,
1,1882,08/29/2022,114,Calvin,,FALSE,FALSE,FALSE,Movement 311 to GBRW on 08/18/2022,FALSE,
1,1883,08/29/2022,120,Tyree,,TRUE,FALSE,FALSE,"Picked for Orders Aug. 16, 2022, 10:18 a.m.",FALSE,
1,1884,08/29/2022,224,Tyree,,TRUE,FALSE,FALSE,Movement 311 from GBRW on 08/18/2022,FALSE,
1,1885,08/29/2022,628,Calvin,,FALSE,FALSE,FALSE,Movement 311 to GBRW on 08/18/2022,FALSE,
1,1886,08/29/2022,96,Calvin,,TRUE,FALSE,FALSE,"Picked for Orders Aug. 16, 2022, 2:03 p.m.",FALSE,
1,1887,08/29/2022,692,Calvin,,FALSE,FALSE,FALSE,Movement 101 to GBRU on 08/17/2022,FALSE,
1,1888,08/29/2022,193,Calvin,,FALSE,FALSE,FALSE,"Picked for Orders Aug. 22, 2022, 10:09 a.m.",FALSE,
1,1889,08/29/2022,266,Calvin,,FALSE,FALSE,FALSE,Movement 261 from GBRC on 08/16/2022,FALSE,
1,1890,08/29/2022,223,Calvin,,FALSE,FALSE,FALSE,Movement 311 to GBRW on 08/18/2022,FALSE,
1,1891,08/29/2022,106,Calvin,,FALSE,FALSE,FALSE,Movement 311 to GBRW on 08/18/2022,FALSE,
1,1892,08/29/2022,184,Calvin,,TRUE,FALSE,FALSE,"Picked for Orders Aug. 22, 2022, 9:55 a.m.",FALSE,
1,1893,09/02/2022,258,,,FALSE,FALSE,FALSE,Movement 311 from GBRC on 08/22/2022,FALSE,
1,1894,09/02/2022,259,,,FALSE,FALSE,FALSE,Movement 101 to GBRU on 08/17/2022,FALSE,
1,1895,09/02/2022,261,,,FALSE,FALSE,FALSE,Movement 311 to GBRW on 8/22/2022,FALSE,
1,1896,09/02/2022,278,,,FALSE,FALSE,FALSE,Movement 101 to GBRU on 08/17/2022,FALSE,
1,1897,09/02/2022,688,,,TRUE,FALSE,FALSE,Movement 311 to GBRW on 08/18/2022,FALSE,
1,1898,09/02/2022,465,,,FALSE,FALSE,FALSE,Movement 101 to GBRU on 08/17/2022,FALSE,
1,1899,09/01/2022,28,Mikayla,,TRUE,FALSE,FALSE,Movement 311 to GBRW on 08/18/2022,FALSE,
1,1900,08/31/2022,85,Mikayla,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/19/2022,FALSE,
1,1901,08/31/2022,87,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/19/2022,FALSE,
1,1902,08/31/2022,105,Mikayla,,TRUE,FALSE,FALSE,Picked for Orders -- --,FALSE,
1,1903,09/02/2022,132,,,TRUE,FALSE,FALSE,Movement 311 to GBRW on 08/17/2022,FALSE,
1,1904,08/31/2022,305,,,TRUE,FALSE,FALSE,Picked for Orders -- --,FALSE,
1,1905,08/31/2022,317,,,TRUE,FALSE,FALSE,Picked for Orders -- --,FALSE,
1,1906,09/02/2022,133,,,FALSE,FALSE,FALSE,Movement 311 from GBRW on 08/17/2022,FALSE,
1,1907,09/01/2022,235,Mikayla,,TRUE,FALSE,FALSE,Movement 261 from GBRW on 08/16/2022,FALSE,
1,1908,09/02/2022,489,,,FALSE,FALSE,FALSE,Movement 311 to GBRW on 08/17/2022,FALSE,
1,1909,09/02/2022,490,,,TRUE,FALSE,FALSE,Movement 311 to GBRW on 08/19/2022,FALSE,
1,1910,09/07/2022,335,Mikayla,,TRUE,FALSE,FALSE,Movement 311 to GBRW on 08/18/2022,FALSE,
1,1911,08/31/2022,394,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/16/2022,FALSE,
1,1912,09/01/2022,397,Mikayla,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/16/2022,FALSE,
1,1913,08/31/2022,404,,,TRUE,FALSE,FALSE,Movement 311 from GBRW on 8/22/2022,FALSE,
1,1914,08/30/2022,91,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/16/2022,FALSE,
1,1915,08/31/2022,609,,,TRUE,FALSE,FALSE,Movement 101 to GBRU on 08/18/2022,FALSE,
1,1916,08/25/2022,9,Tyree,vfy,TRUE,FALSE,FALSE,Verify Prev Count,FALSE,
1,1917,08/25/2022,21,Tyree,,TRUE,FALSE,FALSE,Verify Prev Count,FALSE,
1,1918,08/23/2022,431,,,FALSE,FALSE,FALSE,,FALSE,
1,1919,08/29/2022,195,Calvin,,TRUE,FALSE,FALSE,,FALSE,
1,1920,08/29/2022,270,Calvin,,TRUE,FALSE,FALSE,,FALSE,
1,1921,08/29/2022,126,Calvin,,FALSE,FALSE,FALSE,,FALSE,
1,1922,08/29/2022,44,Calvin,,FALSE,FALSE,FALSE,,FALSE,
1,1923,08/29/2022,467,Calvin,,FALSE,FALSE,FALSE,,FALSE,
1,1924,08/29/2022,686,Calvin,,TRUE,FALSE,FALSE,,FALSE,
1,1925,08/29/2022,273,Calvin,,TRUE,FALSE,FALSE,,FALSE,
1,1926,08/29/2022,229,Calvin,,TRUE,FALSE,FALSE,,FALSE,
1,1927,08/29/2022,272,Calvin,,TRUE,FALSE,FALSE,,FALSE,
1,1928,08/29/2022,218,Calvin,,TRUE,FALSE,FALSE,"Ryan req, A-part",FALSE,
1,1929,08/29/2022,699,Calvin,,TRUE,FALSE,FALSE,Ryan req,FALSE,
1,1930,08/29/2022,66,Tyree,,TRUE,FALSE,FALSE,,FALSE,
1,1931,08/29/2022,654,Tyree,,TRUE,FALSE,FALSE,,FALSE,
1,1932,08/30/2022,700,,,TRUE,FALSE,TRUE,"get info from SAP, initiaql count",FALSE,
1,1933,08/30/2022,701,,,TRUE,FALSE,TRUE,"get info from SAP, initial count",FALSE,
1,1934,09/02/2022,192,,,FALSE,FALSE,FALSE,"Picked for Orders Aug. 24, 2022, 1:33 p.m.",FALSE,
1,1935,09/02/2022,343,,,FALSE,FALSE,FALSE,Movement 311 to GBRW on 08/23/2022,FALSE,
1,1936,09/02/2022,346,,,FALSE,FALSE,FALSE,Movement 311 to GBRW on 08/23/2022,FALSE,
1,1937,09/01/2022,9,Mikayla,,TRUE,FALSE,FALSE,"Picked for Orders Aug. 24, 2022, 11:19 a.m.",FALSE,
1,1938,09/01/2022,24,Calvin,,TRUE,FALSE,FALSE,"Picked for Orders Aug. 24, 2022, 12:04 p.m.",FALSE,
1,1939,08/31/2022,63,,,TRUE,FALSE,FALSE,"Picked for Orders Aug. 24, 2022, 11:55 a.m.",FALSE,
1,1940,09/02/2022,65,,,FALSE,FALSE,FALSE,"Picked for Orders Aug. 24, 2022, 3:11 p.m.",FALSE,
1,1941,09/02/2022,268,,,FALSE,FALSE,FALSE,"Picked for Orders Aug. 24, 2022, 11:08 a.m.",FALSE,
1,1942,09/06/2022,140,Mikayla,,TRUE,FALSE,FALSE,Movement 261 from GBRW on 08/23/2022,FALSE,
1,1943,09/06/2022,227,,,TRUE,FALSE,FALSE,Movement 311 from GBRW on 08/24/2022,FALSE,
