orgID,oldID,Material,Description,PartTypeID,Material type,Material Group,Price,Price Unit,Notes
1,33,07133000,IceFyre Sheet Metal Cookie Sheet w/ cut-,15,ZROH,03,"6,230.00",1000,
1,34,07134124,"Assy Granite-QD, H1,  w/ Option, 50GbE N",24,ZMOD,05,,,
1,35,07134133,"Option, PCIe, NIC, 1 Port, 1x100GE zQSFP",24,ZROH,02,"90,000.00",1000,
1,36,07134228,"Option, PCIe, NIC, 1 Port, 1x50GE zQSFP,",24,ZMOD,05,,,
1,37,07134491,"Assy, IceFyre, Broadwell DE 1.9GHz + Bra",24,ZMOD,05,,,
1,38,07141552,07141552_brkt_granite.prt,24,ZROH,02,0.00,1000,
1,39,10040Y700-600-G,"PCIeCard,Groot_Purley_1U1_x16_PCIe_riser",24,ZROH,05,"6,500.00",1000,
1,40,100412J00-600-G,"Back Plane Board,G,10SFF HDD BP",24,ZROH,05,"35,260.00",1000,
1,41,"10162405-1S2004LF","Cable, Power, PDBB to Big Gulp Power mod",24,ZROH,05,0.00,1000,
1,43,1021801-01,"Assy, Razorback PCIe x 8, 4096GB eTLC, 2",24,ZROH,02,0.00,1000,
1,44,1021801-02,"Assy, Razorback PCIe x 8, 4096GB eTLC, 0",1,ZROH,02,0.00,1000,
1,45,1024099-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,46,1029647,"Assy, Tray, Ikea, Base Config, IceFyre w",24,ZMOD,03,,,
1,47,1029737-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,48,1029738-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,49,1029738-02,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,50,1030556-03,"Assy, Razorback PCIe x 8, 4096GB eTLC, 2",24,ZROH,02,0.00,1000,
1,51,1031159-03,"Assy, Razorback PCIe x 8, 4096GB TLC, Op",24,ZROH,02,0.00,1000,
1,52,1033384-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,53,1035129-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,54,1036057-02,"Cable, Power, PDBB to Mobo, Length 102mm",24,ZMOD,05,,,use PCB012800385 instead
1,55,1036578-07,"CSSD-PH, PCBA, 64GB Raw, 48GB Useable, S",6,ZROH,02,"36,040.00",1000,
1,56,1036580-07,"CSSD-PH, PCBA, 64GB Raw, 48GB Useable, S",1,ZROH,02,"36,040.00",1000,
1,57,1037037-05,"ASSY, PCBA, Temperature Sensor, I2C, Hig",12,ZROH,03,0.00,1000,
1,58,1037497-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,59,1037500-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,60,1038012-06,"Options, CSSD, Secure Case, Sandforce 22",24,ZROH,03,"26,850.00",1000,
1,61,1038012-07,"CSSD-PH, Extra Secure Case, 64GB Raw, 48",13,ZROH,02,"42,550.00",1000,
1,62,1038019-06,"Options, CSSD, Secure Case, Sandforce 22",24,ZROH,05,"26,850.00",1000,No Inventory as of 05/16/2022 - Do NOT schedule for counts
1,63,1039144-01,"Cable, HDMI, Type D Male-to-Male, 19p, 3",15,ZROH,03,"3,790.00",1000,
1,64,1040488-02,"Assy, Razorback PCIe x 8, 4096GB eTLC, 0",24,ZROH,02,0.00,1000,
1,65,1040827-04,"ASSY, MECHANICAL, RACKBACK SLIDER 13",15,ZROH,03,"79,427.98",1000,
1,66,1040833-04,"ASSY, MECHANICAL, FLATBACK SLIDER 15",15,ZROH,03,"103,502.31",1000,
1,67,1041332-01,"Memory, 16GB, Samsung-IDT, 2Rx8, DDR4-26",13,ZROH,02,"151,000.00",1000,
1,68,1041679-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,69,1041848-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,70,1042386,"Assy,Tray, Ikea, Base Config, Flatback S",24,ZMOD,05,,,
1,71,1042647-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,72,1043337-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,73,1043338-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,74,1043339-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,75,1043340-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,76,1043341-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,77,1043342-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,78,1043342-02,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,79,1043343-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,80,1043345-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,81,1043346-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,82,1043521,"Options, CSSD-PH, PCBA, 64GB Raw, 48GB U",24,ZMOD,SM009,,,
1,83,1043647-01,"Option, Assy, PCBA, IceFyre, Broadwell D",15,ZROH,03,"400,000.00",1000,
1,84,1043648-01,"Option, Assy, PCBA, Rackback, Choose 1",12,ZROH,03,"190,920.00",1000,
1,85,1043648-02,"Option, Assy, PCBA, Rackback, Choose 1",15,ZROH,05,"203,704.04",1000,868_WestOfWall is NOT L10 Inventory!
1,86,1043649-01,"PCBA, Flatback, MOSFET Fix, RoHS, QTMC",15,ZROH,03,"191,920.00",1000,
1,87,1043649-02,"PCBA, Flatback, MOSFET Fix, RoHS, QTMC",15,ZROH,05,"205,455.22",1000,
1,88,1044091-02,"BAFFLE, TRAY FILLER, PCIe SLOTS, w/ UV l",8,ZROH,UMOTHR,852.68,1000,
1,89,1045813-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,90,1046492-03,"Assy, Razorback PCIe x 8, 4096GB eTLC, S",24,ZROH,02,0.00,1000,
1,91,1048738-01,"Assy, Razorback PCIe x 8, 4096GB TLC, Op",22,ZROH,02,"648,680.00",1000,
1,92,1048740-01,"Assy, Razorback PCIe x 8, 4096GB eTLC, 2",4,ZROH,02,0.00,1000,
1,93,1053031-01,"Option, Memory, 32GB DDR4-3200MHz, 1.2V,",6,ZROH,03,"140,000.00",1000,
1,94,1053450,"SCREW, SHOULDER, 5/32"", 6-32, Philips He",17,ZROH,05,"2,450.00",1000,
1,95,1054012-02,"Assy, Razorback PCIe x 8, 4096GB eTLC, S",24,ZROH,02,0.00,1000,
1,96,1055235-01,"Option, Memory, 32GB DDR4-3200MHz, 1.2V,",6,ZROH,03,"140,000.00",1000,
1,97,1055415,"ASM, BENCH TOP TEST,MINI PDBB, SINGLE PO",24,ZROH,05,0.00,1000,
1,98,1059263-02,"LOW-PROFILE FACEPLATE, DIORITE FR DVT",3,ZROH,05,"3,818.74",1000,
1,99,1059989-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,100,1060725,"Options Hard Drive, 16TB, SATA, Flatback",24,ZMOD,05,,,
1,101,1060726,"Options Hard Drive, 16TB, SATA, Rackback",24,ZMOD,05,,,
1,102,1063638,"Assy, Tray, Ikea 3.0, Flatback Slider, 1",24,ZFRT,01,"3,570,600.00",1000,
1,103,1063744-01,"Memory, 32GB, Hynix-IDT, DDR4, J-Die, 29",24,ZROH,03,"158,000.00",1000,
1,104,1066991-01,"ASSY, PCBA, Temperature Sensor, I2C, Hig",8,ZROH,05,"3,350.13",1000,
1,105,1067010-01,"ASM, Base, Tray, EMC, ILK/CN",8,ZROH,05,"26,410.00",1000,
1,106,1068789-01,"Memory, 32GB, Micron-IDT/Montage, DDR4,",6,ZROH,03,"147,000.00",1000,
1,107,1070156,"Option, Temperature Sensor, I2Cool, High",24,ZMOD,SM009,,,
1,108,1072921,"Packaging, Assembly, Truck Pack(20), inc",24,ZROH,04,0.00,1000,
1,109,1073074-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,"140,000.00",1000,
1,110,1073076-01,"Memory, 32GB, Hynix-Montage, DDR4, D-Die",24,ZROH,03,"158,000.00",1000,
1,111,1073187,"Toshiba Hard Drive, 16TB",13,ZROH,03,"216,000.00",1000,
1,112,1073327-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,"140,000.00",1000,
1,113,1073465-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZROH,03,0.00,1000,
1,114,1073489-01,"Memory, 32GB, Micron-Montage, DDR4, E-Di",13,ZROH,03,"158,000.00",1000,
1,115,1077815-09,"Assy, Warthog, PCIe Gen4 x8, 4096GB TLC,",24,ZROH,02,0.00,1000,
1,116,1080835,"Option, Assy, PCBA, IceFyre, Broadwell D",24,ZMOD,05,,,
1,117,1081663,"Fan Assembly Mech, 60x60x38 mm, 5 Impell",12,ZROH,03,"6,000.00",1000,
1,118,1082858-01,"Assy, Granite-HD, 100GbE NIC w/ Bracket",24,ZMOD,SM009,,,
1,119,1082897,"Fan Assembly Mech, Interlaken, 60x60x38",12,ZROH,03,"5,380.00",1000,
1,120,1086866,"Storage, Hard Drive, WDC Paris-C CMR, 18",13,ZROH,03,"262,000.00",1000,
1,121,1088364-03,"FAB, PCB, Agora V2, EVT2, RoHS",24,ZROH,03,0.00,1000,
1,122,1088364-04,"FAB, PCB, Agora V2, EVT2, RoHS",24,ZROH,03,0.00,1000,
1,123,1088365-03,"BMC Card, AGORA V2, PCBA, EVT2, RoHS",24,ZROH,02,0.00,1000,
1,124,1088365-04,"BMC Card, AGORA V2, PCBA, DVT1, RoHS",24,ZROH,02,0.00,1000,
1,125,1088365-05,"BMC Card, AGORA V2, PCBA, DVT1, RoHS",22,ZROH,02,0.00,1000,
1,126,1088365-07,"BMC Card, AGORA V2, PCBA, DVT1, RoHS",22,ZROH,02,0.00,1000,
1,127,1088368-05,"PDB, PCBA, 1500W Power Supply Module, Su",24,ZHLB,03,"135,869.49",1000,
1,128,1088368-08,Astoria_Super Big Gulp_PDB_brick_Scout B,24,ZHLB,SM007,0.00,1000,
1,129,1088369-04,"FAB, PCB, PDB Adapter, Izumi, DVT1, RoHS",12,ZROH,05,"1,600.00",1000,
1,130,1088369-05,"FAB, PCB, PDB Adapter, PVT, RoHS",3,ZROH,05,"4,200.00",1000,
1,131,1090961,"Options Hard Drive, 18TB, SATA, Rackback",13,ZROH,03,"262,000.00",1000,
1,132,1091164,"ASM, EMC Front Panel, Granite, PE0, ILK/",8,ZROH,03,"8,120.00",1000,
1,133,1091682,"Fan Assembly Mech, Izumi, 80x80x38 mm, P",3,ZROH,05,"23,883.38",1000,
1,134,1091686,"ASM, Base, Tray, Izumi, EVT1",12,ZROH,05,"47,890.00",1000,NLU?? Replaced with -01?
1,135,1091686-01,"ASM, Base, Tray, Izumi, EVT1",3,ZROH,05,"49,050.00",1000,
1,136,1091686-01-FLG,"ASM, Base, Tray, IZU/AST",24,ZROH,05,0.00,1000,
1,137,1091695-02,"Assy, IO Module, Orizuru, ISZ, 1xShort I",24,ZROH,03,0.00,1000,
1,138,1091695-03,"Assy, IO Module, Orizuru, ISZ, 1xShort I",24,ZFRT,01,"78,640.00",1000,
1,139,1091696-03,"Assy, PCIe Cable, 1xShort IO Adapter, on",12,ZROH,05,"69,600.00",1000,
1,140,1091696-04,"Assy, PCIe Cable, 1 x16 Short IO Adapter",3,ZROH,05,"69,600.00",1000,
1,141,1091698-01,"Assy, Orizuru, IO Module bracket, Izumi,",12,ZROH,05,"8,760.00",1000,
1,142,1091698-02,"Assy, x16x16 IO Module Bracket, Izumi, P",3,ZROH,05,0.00,1000,
1,143,1091698-02-FLG,"Assy, x16x16 IO Module Bracket, Izumi, P",24,ZROH,05,0.00,1000,
1,144,1091707-02,"Assy, IO Module, Orizuru-GSSD, IGS, 1xSh",24,ZROH,03,0.00,1000,
1,145,1091707-03,"Assy, IO Module, Orizuru-GSSD, IGS, 1xSh",24,ZFRT,01,"111,990.00",1000,
1,146,1091708-03,"Assy, PCIe cable, 1xShort IO Adapter, 1",12,ZROH,05,"96,000.00",1000,
1,147,1091708-04,"x8 CEM Cable, 190mm",4,ZROH,05,"96,000.00",1000,
1,148,1091709-01,"Assy, Orizuru-gSSD, IO Module bracket, I",12,ZROH,05,"13,450.00",1000,
1,149,1091709-02,"Assy, x8x8x8x8 IO Module Bracket, Izumi,",3,ZROH,05,"12,006.74",1000,
1,150,1091709-02-FLG,"Assy, x8x8x8x8 IO Module Bracket, Izumi,",24,ZROH,05,0.00,1000,
1,151,1091710-03,"Assy, IO Module, Orizuru-GSSD, GSS, 2xSh",24,ZFRT,01,"219,050.00",1000,
1,152,1091808,"ASM, LP FACEPLATE, GRANITE 3.75MM",3,ZROH,05,"20,260.00",1000,
1,153,1091825,"Options Hard Drive, 18TB, SATA, Rackback",24,ZMOD,05,,,
1,154,1091826,"Options Hard Drive, 18TB, SATA, Flatback",24,ZMOD,05,,,4/22 no inventory
1,155,1091829,"Assy, Tray, Ikea 3.0/4.0, Flatback Slide",24,ZFRT,01,"4,260,600.00",1000,
1,156,1091876-02,"A0 Diorite (NIC, Diorite FullRock 24GB w",12,ZROH,02,0.00,1000,
1,157,1091887,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",24,ZMOD,05,,,
1,158,1091888,"Assy, Tray, Ikea, Base Config, IceFyre w",24,ZMOD,05,,,
1,159,1091891,"Assy, Tray, Ikea 3.0/4.0, Rackback Slide",24,ZFRT,01,"4,576,470.00",1000,
1,160,1091891-SWS,Rackback SWS model 0,24,ZHLB,SM007,0.00,1000,
1,161,1091947-05,"PDB, PCBA, 600W Power Supply Module, Big",18,ZHLB,SM007,"96,744.67",1000,
1,162,1092345,"Fan, 40x40x28 mm, 25000 RPM, 10.8V-13.2V",24,ZROH,05,"8,000.00",1000,
1,163,1092348-03,"Assy, PDB Power Module, 1500W, Super Big",24,ZROH,02,0.00,1000,
1,164,1092348-04,"Assy, PDB Power Module, 1500W, Super Big",12,ZROH,02,0.00,1000,dblcheck counts on this part - do not include 1092348-06
1,165,1092348-05,"Assy, PDB Power Module, Gulp 1500W, Delt",24,ZFRT,01,"196,310.00",1000,
1,166,1092348-06,"Assy, PDB Power Module, 1500W, Super Big",12,ZROH,02,0.00,1000,dblcheck counts on this part - do not include 1092348-04
1,167,1092348-07,"Assy, PDB Power Module, Gulp 1500W, Delt",24,ZFRT,01,0.00,1000,
1,168,1092350-05,"Assy, PDB Power Module, Gulp 600W, Delta",24,ZFRT,01,"152,250.00",1000,
1,169,1092676,"Fan, 40x40x28 mm, 26500 RPM, 10.8V-12.6V",18,ZROH,05,"5,770.00",1000,"DO NOT CONFUSE WITH 1092676-01, which looks similar!!!!"
1,170,1092680,"Options, Fan Assembly, Izumi, Fan, 80x80",24,ZMOD,SM009,,,
1,171,1092681,"Fan Assembly Mech, Izumi, 80x80x38 mm, P",24,ZROH,03,0.00,1000,
1,172,1092963-02,"Cable, Power, PDBB to Big Gulp Power Mod",3,ZROH,05,"11,510.00",1000,
1,173,1093342,"Assy, Diorite FullRock 12GB, 1x200GbE NI",24,ZMOD,SM009,,,
1,174,1093403,"PDB Brick Heatsink , Extruded, Izumi, Fu",20,ZROH,05,"5,500.00",1000,
1,175,1093695-03,Agora EVT1,24,ZROH,SM007,"74,760.00",1000,
1,176,1093695-04,PRE-DVT CONAN AGORA,18,ZROH,05,"74,760.00",1000,
1,177,1093695-05,CONAN_AGORA_DVT1(EM528+RG311_SANMINA),24,ZROH,SM007,"68,240.00",1000,
1,178,1093695-06,CONAN_AGORA_DVT2(EM528+RG311),24,ZHLB,SM007,"98,110.00",1000,
1,179,1093695-06-3F2,REV OF PCA,24,ZHLB,SM007,"117,000.00",1000,
1,180,1093695-06-613,"Assy, Agora-Conan, GCE PCB EM528_RG311,",18,ZHLB,05,"98,110.00",1000,
1,181,1093695-07,"Assy, Agora-Conan, DC-SCM, EM528_RTF(RG3",27,ZHLB,05,"100,330.00",1000,
1,182,1093695-08,"Assy, Agora-Conan, DC-SCM, EM528_RTF(RG3",24,ZHLB,05,"101,090.00",1000,
1,183,1093699,"Heatsink, CPU, Conan, EVT",24,ZROH,05,"489,150.00",1000,
1,184,1093751,"Ampere Scalable Processors, 64/3.0GHz, A",6,ZROH,03,"680,000.00",1000,
1,185,1093974,"Assy Label, 2"" x 0.75"", Glossy White, Po",24,ZMOD,SM009,,,
1,186,1096477,"Assy, Tray, Ikea 3.0/4.0, Rackback Slide",24,ZFRT,01,"3,978,470.00",1000,
1,187,1096612,"ASM, No Baffle, EMC Tray Cover, ILK/CN",12,ZROH,03,0.00,1000,
1,188,1096613,"Plastic, Baffle, EMC Tray Cover, EVT",24,ZROH,05,"18,720.00",1000,
1,189,1096613-01,"Plastic, Baffle, EMC Tray Cover, w/ Inse",12,ZROH,05,"23,250.00",1000,
1,190,1096998-01,"NIC, Diorite FullRock 12GB with Google W",24,ZROH,05,0.00,1000,
1,191,1097116-03,"NIC, Diorite FullRock 48GB with Google W",24,ZROH,02,0.00,1000,
1,192,1098724-03,"CSSD-PH2X, EXTRA SECURE CASE, 128GB RAW,",13,ZROH,03,"41,563.95",1000,
1,193,1098743-03,"CSSD-PH2X, PCBA, 128GB Raw, 100GB Useabl",1,ZROH,05,"35,576.48",1000,
1,194,1098744-04,"CSSD-PH2X, PCBA, 128GB Raw, 100GB Useabl",6,ZROH,05,"34,470.00",1000,
1,195,1098746-04,"CSSD-PH2X, PCBA, 512GB Raw, 480GB Useabl",19,ZROH,05,"70,150.00",1000,
1,196,1098823-01,"Cable, HDMI, Power, Diorite to Dedicated",3,ZROH,05,"1,871.50",1000,
1,197,1099278,"ASM, EMC Tray Cover, Without Baffle, ILK",24,ZROH,05,0.00,1000,
1,198,11000721-01,"Packaging, Rackback,Single Pack Box",24,ZROH,05,0.00,1000,
1,199,11000780-01,"Packaging, Assembly, Truck Pack(20), inc",23,ZROH,03,0.00,1000,
1,200,110113G00-187-G,"Intel,8260,,2.4GHz,CD8069504201101",24,ZROH,05,"1,850,000.00",1000,
1,201,1101287,"ASM.EMC Tray Cover, Air Baffle, PVT",8,ZROH,05,"26,490.00",1000,
1,202,1101288,"Plastic, Baffle, EMC Tray Cover, w/o Ins",24,ZROH,05,0.00,1000,
1,203,1101520,"Option, PCIe, NIC, 1 Port, 1x100GE zQSFP",24,ZMOD,SM009,,,
1,204,1101522,"SCR,6-32x6MM,FHP,120 DEG,NYLOK,STL,ZN",17,ZROH,05,120.00,1000,
1,205,1101569,"Heatsink, CPU, Modification, Conan, DVT",24,ZROH,03,"146,770.00",1000,
1,206,1101569-01,"Heatsink, CPU, Modification, Conan, DVT",8,ZROH,UMOTHR,"36,030.00",1000,
1,207,1103636-01,CONAN_MB_EVT1(EM528K+HVLP_GCE_main src B,24,ZHLB,SM007,,,
1,208,1103636-02,Pre-DVT Conan,24,ZROH,SM007,"784,160.00",1000,
1,209,1103636-04,"Motherboard, Conan, PCB EM528K, DVT2",24,ZROH,05,"1,043,330.00",1000,
1,210,1103636-04-613,"Motherboard, PCBA, Conan, GCE PCB EM528K",24,ZHLB,05,"1,043,330.00",1000,
1,211,1103638-01,Conan EVT-1,24,ZROH,SM007,"784,160.00",1000,
1,212,1103638-02,MOBO PRE-DVT CONAN,24,ZROH,05,"909,597.88",1000,
1,213,1103638-03,CONAN_MB_DVT1(EM528K+HVLP_SANMINA),24,ZROH,SM007,"591,410.00",1000,
1,214,1103638-04,CONAN_MB_DVT2(MEGA-6G+HVLP2_GCE),24,ZHLB,SM007,"942,880.00",1000,
1,215,1103638-04-3F2,"Motherboard, PCBA, Conan, ISU PCB Meg6G_",24,ZHLB,05,"1,146,580.00",1000,
1,216,1103638-04-613,"Motherboard, PCBA, Conan, GCE PCB Meg6G_",24,ZHLB,05,"942,880.00",1000,
1,217,1103638-05,"Motherboard, PCBA, Conan, PCB Meg6G_HVLP",27,ZHLB,05,"965,060.00",1000,
1,218,1103745-01,"Option, Memory, 32GB, 2Rx4 RANK, DDR4-24",13,ZROH,03,"147,000.00",1000,
1,219,1103750-03,"Assy, IO Module, Orizuru-Hybrid, IHS, 1",24,ZFRT,01,"177,950.00",1000,
1,220,1103751,"Assy, Orizuru-Hybrid, IO Module bracket,",3,ZROH,05,"12,350.00",1000,
1,221,1103751-01,"Assy, x16x8x8 IO Module Bracket, Izumi,",24,ZROH,05,0.00,1000,
1,222,1104415,"Hard Drive, 18TB, 7200 RPM, 512MB Cac",13,ZROH,02,"262,000.00",1000,
1,223,1106221-01,"Memory, 32GB, Micron-IDT/Montage, DDR4-3",13,ZROH,02,"140,000.00",1000,
1,224,1106228,"Hard Drive, Evans BP HSMR, 18TB, 7200 RP",13,ZROH,03,"277,000.00",1000,
1,225,1106934-02,"Assy, Warthog Debug, PCIe Gen4 x8, 4096G",24,ZROH,02,0.00,1000,
1,226,1106934-04,"Assy, Warthog, PCIe Gen4 x8, 4096GB TLC,",12,ZROH,02,0.00,1000,
1,227,1107157-01,"Cable, HDMI, Standard Type A Male-to- St",3,ZROH,05,"4,200.00",1000,
1,228,1107204-01,"Memory, 64GB, Micron-Montage/Renesas-MPS",24,ZROH,02,0.00,1000,
1,229,1107204-02,"Memory, 64GB, Micron-Montage/Renesas-MPS",1,ZROH,02,0.00,1000,
1,230,1107242-01,"Memory, 64GB, Micron-Montage/Renesas-Ren",22,ZROH,02,0.00,1000,
1,231,1110360,"Option, Motherboard, PCBA, Conan, DVT2,",24,ZMOD,05,,,
1,232,1110361,"Face plate, Warthog, x8 IO module, Izumi",3,ZROH,05,510.00,1000,
1,233,1110361-FLG,"Face plate, Warthog, x8 IO module, Izumi",24,ZROH,05,0.00,1000,
1,234,1110384,"SM, x8 IO MODULE FACEPLATE, RAZORBACK",3,ZROH,05,"10,420.00",1000,
1,235,1110819,"ASM, PDB Ejection Module, Mobo Bottom Br",3,ZROH,05,"8,253.98",1000,
1,236,1110819-FLG,"ASM, PDB Ejection Module, Mobo Bottom Br",24,ZROH,05,0.00,1000,
