Material,Plant,Valuation Type,Material description,Last Change,Material type,Material Group,Base Unit of Measure,Purchasing Group,ABC Indicator,MRP Type,Valuation Class,Price control,Price,Currency,Price unit,Created by
1103636-01,FW62,,CONAN_MB_EVT1(EM528K+HVLP_GCE_main src B,09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,793.49,USD,1,FIIWENG02
1103636-01-3F2,FW62,,CONAN_MB_EVT1(EM528K+HVLP_ISU_2nd src BO,09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,"1,366,340.30",USD,"1,000",FIIWENG02
1103636-02,FW62,,Pre-DVT Conan,09/26/2022,ZROH,SM007,EA,FI2,A,PD,7900,S,"1,112,770.00",USD,"1,000",FIIWENG01
1103636-04,FW62,,"Motherboard, Conan, PCB EM528K, DVT2",09/26/2022,ZROH,05,EA,FI2,A,PD,7900,S,942.11,USD,1,FIIWENG01
1103636-04_DNBM,FW62,,CONAN_MB_DVT2(EM528K+HVLP),09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,"8,933,423.00",USD,"10,000",FIIWENG02
1103636-04_DNBM-PT,FW62,,Delta Conan Phantom PTH,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1103636-04_DNBM-SM,FW62,,Delta Conan Phantom SMT,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1103638-01,FW62,,Conan EVT-1,09/26/2022,ZROH,SM007,EA,FI2,A,PD,7900,S,793.49,USD,1,FIIWENG01
1103638-01-3F2,FW62,,CONAN_MB_EVT1(MEGA-6G+HVLP2_ISU_2nd src,09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,"1,362,484.83",USD,"1,000",FIIWENG02
1103638-02,FW62,,MOBO PRE-DVT CONAN,09/26/2022,ZROH,05,EA,FI2,A,PD,7900,S,793.49,USD,1,FIIWENG01
1103638-03,FW62,,CONAN_MB_DVT1(EM528K+HVLP_SANMINA),09/26/2022,ZROH,SM007,EA,FI2,A,PD,7900,S,68.25,USD,1,FIIWENG01
1103638-04,FW62,,CONAN_MB_DVT2(MEGA-6G+HVLP2_GCE),09/26/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,942.11,USD,1,FIIWENG01
1103638-04-PTH,FW62,,DVT2  Conan PTH,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1103638-04-SMT,FW62,,DVT2 Conan SMT,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1103638-05,FW62,,"Motherboard, PCBA, Conan, PCB Meg6G_HVLP",09/26/2022,ZHLB,05,EA,FI2,A,PD,7900,S,957.24,USD,1,FIIWENG01
1103638-05-02,FW62,,"Motherboard, PCBA, Conan, PCB Meg6G_HVLP",09/07/2022,ZROH,SM007,EA,FI2,A,PD,7900,S,949.33,USD,1,FIIWENG02
1103638-05-02-PTH,FW62,,Conan PVT2 PTH Parts,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-02-SMT,FW62,,Conan PVT2 SMT Parts,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-02-U194,FW62,,conan_SCP 1.08.20211104.scp,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,"11,550.00",USD,"10,000",FIIWENG02
1103638-05-02-U194-01,FW62,,"Type(Main Bootstrap),File Name(conan_SCP",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-02-U196,FW62,,conan_SCP 1.08.20211104.scp,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,"11,550.00",USD,"10,000",FIIWENG02
1103638-05-02-U196-01,FW62,,"Type(Main Bootstrap),File Name(conan_SCP",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-02-U95-01,FW62,,"Conan_MB_CPLD_v01.13.jed),Ver(v01.13 (01",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-03,FW62,,"Motherboard, PCBA, Conan, PCB Meg6G_HVLP",09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,0.00,USD,1,FIIWENG02
1103638-05-03-PTH,FW62,,Conan MB GA1 PTH Phantom Description,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-03-SMT,FW62,,Conan MB GA1 SMT Phantom Description,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-PTH,FW62,,Conan_PVT1_1103638-05 Phantom PTH,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-PU1-01,FW62,,"Type(VRD),File Name(Conan_DVT1_multi_con",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-PU10-01,FW62,,"Type(VRD),File Name(Conan_DVT1_multi_con",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-PU17-01,FW62,,"Type(VRD),File Name(Conan_DVT1_multi_con",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-PU33-01,FW62,,"Type(VRD),File Name(Conan_DVT1_multi_con",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-PU40-01,FW62,,"Type(VRD),File Name(Conan_DVT1_multi_con",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-PU47-01,FW62,,"Type(VRD),File Name(Conan_DVT1_multi_con",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-PU50-01,FW62,,"Type(VRD),File Name(Conan_DVT1_multi_con",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-SMT,FW62,,Conan_PVT1_1103638-05 Phantom SMT,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U11,FW62,,Blank,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U11-01,FW62,,"Type(EEPROM-Google SKM),File Name(Blank)",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U194,FW62,,conan_scp_1.07.scp,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U194-108B,FW62,,conan_scp_1.08b.scp,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U196,FW62,,conan_scp_1.07.scp,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U196-108B,FW62,,conan_scp_1.08b.scp,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U212,FW62,,MOBO_FRU_SN_PVT - new Product Name.bin,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U212-01,FW62,,"Type(System FRU),File Name(MOBO_FRU_SN_P",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U29,FW62,,20210913_rev0041.nvm,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U45-01,FW62,,"Type(VRD),File Name(Conan_DVT1_multi_con",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U54,FW62,,Conan_adm1266_v1.3.5_20211102-device40,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U54-01,FW62,,"Type(VRD Sequencer),File Name(Conan_adm1",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U57,FW62,,Conan_P3V3_42A_EVT_TPS546D24A_Checksum,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,1.79,USD,1,FIIWENG02
1103638-05-U57-01,FW62,,"Type(VRD),File Name(Conan_P3V3_42A_EVT_T",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U76,FW62,,Conan_adm1266_v1.3.5_20211102-device41,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,8.83,USD,1,FIIWENG02
1103638-05-U76-01,FW62,,"Type(VRD Sequencer),File Name(Conan_adm1",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-U95,FW62,,Conan_MB_CPLD_v01.11.jed,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-05-VRD,FW62,,Conan_DVT1_multi_config.xcf,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,1.57,USD,1,FIIWENG02
1103638-06,FW62,,"Motherboard, PCBA, Conan, PCB Meg6G_HVLP",08/30/2022,ZHLB,05,EA,FI2,A,PD,7900,S,957.24,USD,1,FIIWENG02
1103638-06-01-PTH,FW62,,Conan MB GA2 PTH Phantom Parts,07/11/2022,ZROH,SM009,EA,FI2,B,PD,3000,V,0.00,USD,1,FIIWENG02
1103638-06-01-SMT,FW62,,Conan MB GA2 SMT Phantom Parts,07/11/2022,ZROH,SM009,EA,FI2,B,PD,3000,V,0.00,USD,1,FIIWENG02
1103638-06-01-U194-01,FW62,,conan_SCP 1.08.20211104.scp,07/12/2022,ZROH,UAAA,EA,FI2,B,PD,3000,V,0.72,USD,1,FIIWENG02
1103638-06-01-U196-01,FW62,,conan_SCP 1.08.20211104.scp,07/12/2022,ZROH,UAAA,EA,FI2,B,PD,3000,V,1.29,USD,1,FIIWENG02
1103638-06-01-U29-01,FW62,,20210913_rev0041.nvm,07/12/2022,ZROH,UAAA,EA,FI2,B,PD,3000,V,2.06,USD,1,FIIWENG02
1103638-06-01-U54-01,FW62,,Conan_adm1266_v1.3.5_20211102-device40.h,07/12/2022,ZROH,UAAA,EA,FI2,B,PD,3000,V,9.09,USD,1,FIIWENG02
1103638-06-01-U57-01,FW62,,Conan_P3V3_42A_EVT_TPS546D24A_Checksum (,07/12/2022,ZROH,UAAA,EA,FI2,B,PD,3000,V,1.08,USD,1,FIIWENG02
1103638-06-01-U76-01,FW62,,Conan_adm1266_v1.3.5_20211102-device41.h,07/12/2022,ZROH,UAAA,EA,FI2,B,PD,3000,V,10.38,USD,1,FIIWENG02
1103638-06-01-U95-01,FW62,,Conan_MB_CPLD_v01.13.jed,09/28/2022,ZROH,UAAA,EA,FI2,B,PD,3000,V,5.57,USD,1,FIIWENG02
1103638-06-01-VRD-01,FW62,,Conan_DVT1_multi_config.xcf,09/28/2022,ZROH,UAAA,EA,FI2,B,PD,3000,V,4.03,USD,1,FIIWENG02
1103638-06-02-PTH,FW62,,CONAN GA2.2 PTH PHANTOM PARTS,09/21/2022,ZROH,SM009,EA,FI2,A,PD,3000,V,0.00,USD,1,FIIWENG02
1103638-06-02-SMT,FW62,,CONAN GA2.2 SMT PHANTOM PARTS,09/21/2022,ZROH,SM009,EA,FI2,A,PD,3000,V,0.00,USD,1,FIIWENG02
1103638-06-U194,FW62,,conan_SCP 1.08.20211104.scp,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-06-U196,FW62,,conan_SCP 1.08.20211104.scp,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-08-PTH,FW62,,Super Big Gulp PTH Phantom,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1103638-08-SMT,FW62,,Super Big Gulp SMT Phantom,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1106327-01,FW62,,"Motherboard, PCBA, Indus -SP, LBG S1 PCH",09/07/2022,ZHLB,SM007,EA,SP6,A,PD,7900,S,"4,637,952.00",USD,"10,000",FIIWENG02
1106327-01-PTH,FW62,,Indus PTH parts,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1106327-01-SMT,FW62,,Indus SMT parts,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1106327-02,FW62,,"Motherboard, PCBA, Indus -SP, LBG S1 PCH",09/13/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,520.74,USD,1,FIIWENG02
1106327-02-PTH,FW62,,INDUS 02 PTH PARTS,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"1,000",FIIWENG02
1106327-02-SMT,FW62,,INDUS 02 SMT PARTS,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"1,000",FIIWENG02
1106624-01-3F2,FW62,,CONAN_MB_EVT1(EM528K+HVLP2_ISU_2nd src B,09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,793.49,USD,1,FIIWENG02
1110764-01-G,FW62,,Agora-V2D Bracket,09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,0.00,USD,"10,000",FIIWENG02
1110764-G,FW62,,Agora-V2D Bracket,09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,"83,000.00",USD,"10,000",FIIWENG02
1110819-G,FW62,,"PDB Ejection Module, Mobo Bottom Bracket",09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,"581,100.00",USD,"10,000",FIIWENG02
1110820-01-G,FW62,,"PDB Ejection Module, Board to Board Top",09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,0.00,USD,"10,000",FIIWENG02
1110820-G,FW62,,"PDB Ejection Module, Board to Board Top",09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,"516,600.00",USD,"10,000",FIIWENG02
1110831,FW62,,"Plastic, PDB Interposer Cradle w/ M3x3 T",09/26/2022,ZROH,05,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1110833,FW62,,"ASM, PDB Bracket",09/26/2022,ZROH,05,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1110834,FW62,,"ASM, PDB Cover",09/26/2022,ZROH,05,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1110835,FW62,,"ASM, PDB Fan Cage Bracket",09/26/2022,ZROH,05,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1110841,FW62,,"Plastic, PDB Cable Duct w/ M3x3 Threaded",09/26/2022,ZROH,05,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1113110800-0C61-G,FW62,,Header&Socket Connector,09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,0.00,USD,1,FIIWENG02
1113348-01,FW62,,"Motherboard, PCBA, Astoria, Pre-EVT, Meg",09/26/2022,ZHLB,03,EA,SP6,A,PD,7900,S,"1,196.22",USD,1,FIIWENG02
1113348-01-PTH,FW62,,Phantom PTH Astoria Preevt,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1113348-01-SMT,FW62,,Phantom SMT Astoria Preevt,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1113348-01-U126,FW62,,Programmable part Astoria PRE-EVT @U126,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,532.00,USD,"10,000",FIIWENG02
1113348-01-U212,FW62,,Programmable part Astoria PRE-EVT @U212,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,532.00,USD,"10,000",FIIWENG02
1113348-01-U315,FW62,,Programmable part Astoria PRE-EVT @U315,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,"3,530.00",USD,"10,000",FIIWENG02
1113348-01-U32,FW62,,Programmable part Astoria PRE-EVT @U32,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,"33,377.00",USD,"10,000",FIIWENG02
1113348-01-U95,FW62,,Programmable part Astoria PRE-EVT @U95,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,"38,000.00",USD,"10,000",FIIWENG02
1113348-01_DEL,FW62,,ASTORIA_MB_PRE-EVT1_DELTA_NBM(MEGTRON 6G,09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,"11,474,987.00",USD,"10,000",FIIWENG02
1113348-01_DEL-PTH,FW62,,ASTORIA_MB_PRE-EVT1_DELTA_NBM PTH PARTS,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1113348-01_DEL-SMT,FW62,,ASTORIA_MB_PRE-EVT1_DELTA_NBM SMT PARTS,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1113348-02,FW62,,"Motherboard, PCBA, Astoria, EVT1, Meg6G,",06/24/2022,ZHLB,05,EA,FI2,A,PD,7900,S,"10,144,100.00",USD,"10,000",FIIWENG02
1113348-03,FW62,,"Motherboard, PCBA, Astoria, EVT2, Meg6G,",09/26/2022,ZHLB,05,EA,FI2,A,PD,7900,S,"1,114.95",USD,1,FIIWENG02
1113348-03-PTH,FW62,,Astoria EVT2 Renesas Meg6G PTH Phantom P,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1113348-03-SMT,FW62,,Astoria EVT2 Renesas Meg6G SMT Phantom P,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1113348-04,FW62,,Astoria_MB_PRE-DVT1_Delta NBM_Renesas RA,09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,"1,663.03",USD,1,FIIWENG02
1113348-04-PTH,FW62,,ASTORIA RENESAS VICOR PREDVT PHANTOM PTH,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1113348-04-SMT,FW62,,ASTORIA RENESAS DELTA PHANTOM SMT,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1113348-05,FW62,,"Motherboard, PCBA, Astoria, DVT1, Meg6G,",08/02/2022,ZHLB,05,EA,FI2,A,PD,7900,S,"1,249.34",USD,1,FIIWENG02
1113348-05-PTH,FW62,,SMT Phantom Description 1113348-05,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1113348-05-SMT,FW62,,SMT Phantom Description 1113348-05,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1113348-05-U377,FW62,,U377_default_pin.bin,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,0.02,USD,1,FIIWENG02
1113348-05-U378,FW62,,U378_default_pin.bin,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1113348-06,FW62,,Astoria_MB_PVT1_Delta NBM_Renesas RA VRD,09/12/2022,ZHLB,05,EA,FI2,A,PD,7900,S,"1,013.71",USD,1,FIIWENG02
1113348-06-PTH,FW62,,ASTORIA PVT DELTA RENESAS PTH PARTS,08/08/2022,ZROH,SM009,EA,FI2,A,PD,3000,V,0.00,USD,1,FIIWENG02
1113348-06-SMT,FW62,,ASTORIA PVT DELTA RENESAS SMT PARTS,08/08/2022,ZROH,SM009,EA,FI2,A,PD,3000,V,0.00,USD,1,FIIWENG02
1113348-06-U315,FW62,,7.Max_20220715_pg_log_BMC_CPLD_Initializ,08/09/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,3.38,USD,1,FIIWENG02
1113348-06-U377,FW62,,U377_default_pin.bin,08/09/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,0.14,USD,1,FIIWENG02
1113348-06-U378,FW62,,U378_default_pin.bin,08/09/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,0.14,USD,1,FIIWENG02
1113348-06-U95,FW62,,astoria_mb_cpld_v02.00.jed,08/09/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,5.35,USD,1,FIIWENG02
1113348-07,FW62,,"Motherboard, PCBA, Astoria, Meg6G, Delta",09/08/2022,ZHLB,05,EA,FI2,A,PD,7900,S,0.00,USD,1,FIIWENG02
1113348-07-PTH,FW62,,ASTORIA PVT1 PTH PHANTOM PARTS,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,V,0.00,USD,1,FIIWENG02
1113348-07-SMT,FW62,,ASTORIA PVT1 SMT PHANTOM PARTS,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,V,0.00,USD,1,FIIWENG02
1113348-07-U315-01,FW62,,"Type(Power Sequencer),File Name(7.Max_20",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,3.38,USD,1,FIIWENG02
1113348-07-U377-01,FW62,,"Type(EEPROM),File Name(U377_default_pin.",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,0.14,USD,1,FIIWENG02
1113348-07-U378-01,FW62,,"Type(EEPROM),File Name(U378_default_pin.",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,0.14,USD,1,FIIWENG02
1113348-07-U95-01,FW62,,"Type(CPLD),File Name(astoria_mb_cpld_v02",09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,5.35,USD,1,FIIWENG02
1113348-09-C38,FW62,,RAA229620R1GGNP#HA0_DVT_20220622.hex,08/05/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,0.10,USD,1,FIIWENG02
1113349-01,FW62,,"Rigid PCB,Server M/B,Astoria_MB_Pre-EVT(",09/07/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,"2,980,000.00",USD,"10,000",FIIWENG02
1113349-03,FW62,,"Rigid PCB,Server M/B,Astoria_MB_EVT2(Meg",09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,270.25,USD,1,FIIWENG02
1113349-03-3F2,FW62,,"Rigid PCB,Server M/B,Astoria_MB_EVT2(Meg",09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,7900,V,0.00,USD,1,FIIWENG02
1113349-04,FW62,,"Rigid PCB,Server M/B,Astoria_MB_PRE-DVT1",09/07/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,833.50,USD,1,FIIWENG02
1113349-05,FW62,,"Rigid PCB,Server M/B,Astoria_MB_DVT1(Meg",06/24/2022,ZROH,UMOTHR,EA,FI2,A,PD,3000,V,0.00,USD,1,FIIWENG02
1113349-05-3F2,FW62,,"Rigid PCB,Server M/B,Astoria_MB_DVT1(Meg",09/07/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,79.94,USD,1,FIIWENG02
1113349-05-419,FW62,,"Rigid PCB,Server M/B,Astoria_MB_DVT1(Meg",09/07/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,0.00,USD,1,FIIWENG02
1113349-05-613,FW62,,"Rigid PCB,Server M/B,Astoria_MB_DVT1(Meg",08/30/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,0.00,USD,1,FIIWENG02
1113349-06-3F2,FW62,,"Rigid PCB,Server M/B,Astoria_MB_DVT1(Meg",09/07/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,416.95,USD,1,FIIWENG02
1113349-06-419,FW62,,WUS MEG6G PCB,06/24/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,513.75,USD,1,FIIWENG02
1113349-07-3F2,FW62,,"Rigid PCB,Server M/B,Astoria_MB_PVT1(Meg",10/04/2022,ZROH,UMOTHR,EA,FWM,A,PD,3000,V,557.08,USD,1,FIIWENG02
1113349-07-419,FW62,,"Rigid PCB,Server M/B,Astoria_MB_PVT1(Meg",10/04/2022,ZROH,UMOTHR,EA,FWM,A,PD,3000,V,362.86,USD,1,FIIWENG02
1113349-07-613,FW62,,"Rigid PCB,Server M/B,Astoria_MB_PVT1(Meg",10/04/2022,ZROH,UMOTHR,EA,FWM,A,PD,3000,V,394.48,USD,1,FIIWENG02
1113640-01,FW62,,"Rigid PCB,Daughter Card,Astoria_AGORA_V2",09/07/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,"259,000.00",USD,"10,000",FIIWENG02
1113641-01,FW62,,AgoraV2D PreEvt-1,09/07/2022,ZHLB,SM007,EA,FI2,A,PD,7900,S,244.48,USD,1,FIIWENG02
1113641-01-PTH,FW62,,AgoraV2D PTH parts,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1113641-01-SMT,FW62,,AgoraV2D SMT parts,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1114809,FW62,,"Fan, 40x40x28 mm, 25000 RPM, 10.8V-13.2V",09/26/2022,ZROH,05,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1117362-02,FW62,,"Rigid PCB,Server M/B,Astoria_MB_EVT1(EM8",09/07/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,231.00,USD,1,FIIWENG02
1117362-03,FW62,,"Rigid PCB,Server M/B,Astoria_MB_EVT2(EM8",09/07/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,261.00,USD,1,FIIWENG02
1117362-04,FW62,,"Rigid PCB,Server M/B,Astoria_MB_DVT1(EM8",09/07/2022,ZROH,UMOTHR,EA,SP6,A,PD,3000,V,0.00,USD,1,FIIWENG02
1117363-02-D,FW62,,"Motherboard, PCBA, Astoria, EVT1, Meg6G,",09/26/2022,ZHLB,05,EA,FI2,A,PD,7900,S,"1,011.85",USD,1,FIIWENG02
1117363-02-D-PTH,FW62,,Astoria EVT1 DELTA Phantom PTH,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1117363-02-D-SMT,FW62,,Astoria EVT1 DELTAPhantom SMT,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1117363-02-FRU,FW62,,Astoria EVT1 PRG Part FRU,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,532.00,USD,"10,000",FIIWENG02
1117363-02-FRU-BLANK,FW62,,Blank part Astoria EVT2 @U126,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,0.00,USD,1,FIIWENG02
1117363-02-PTH,FW62,,Astoria EVT1 Phantom PTH,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1117363-02-SMT,FW62,,Astoria EVT1 Phantom SMT,09/07/2022,ZROH,SM009,EA,FI2,A,PD,3000,S,0.00,USD,"10,000",FIIWENG02
1117363-02-U315,FW62,,Max_20220111_digital_pg.hex,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,V,"3,530.25",USD,"10,000",FIIWENG02
1117363-02-U32,FW62,,Astoria EVT1 PRG Part U32,09/07/2022,ZROH,UAAA,EA,FI2,A,PD,3000,S,100.00,USD,"10,000",FIIWENG02
