| id    | Material             | Description                                   | SAPMaterialType | SAPMaterialGroup | Price  | PriceUnit | Notes                                                                                                                                          | PartType_id | org_id | TypicalContainerQty | TypicalPalletQty |
|  9656 | 1A424VP00-600-G      | SKX-EP NARROW NON-FABRIC CPU CARRIEP,N/A      | ZROH            | MG7300           |    430 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9657 | 1A52ND300-600-G      | Groot SKU4 MODX BOM for B04-I6VD1-WI          | ZROH            | MG7300           |    293 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9658 | 1B311NV00-600-G      | 2_FAN-HOLDER_AGLAIA                           | ZROH            | MG7300           | 274.17 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9659 | 1B435U100-600-G      | 1_OCP-DUMMY_PURLEY.PRT                        | ZROH            | MG7300           |     60 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9660 | 1B51LLJ00-600-G      | PULL TAB                                      | ZROH            | MG7300           |    365 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9661 | 2331670-2            | Cable, Power, PDBB to Mobo, Length 102mm      | ZROH            | UMOTHR           |      6 |      1000 |                                                                                                                                                |          11 |      1 |                NULL |             NULL |
|  9662 | 2388758-1            | Assy, PCIe Cable, 1xShort IO Adapter, on      | ZROH            | 05               |     72 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9663 | 2388812-1            | Assy, PCIe cable, 1xShort IO Adapter, 1       | ZROH            | 05               |    102 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9664 | 2404258-2            | Cable, Power, PDBB to Big Gulp Power mod      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9665 | 25000815-03          | Options, CSSD, Secure Case, Sandforce 22      | ZROH            | 03               |     32 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9666 | 25000839-03          | Options, CSSD, Secure Case, Sandforce 22      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9667 | 27000081-01          | Option, Memory, 32GB, 2Rx4 RANK, DDR4-24      | ZROH            | 03               |    158 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9668 | 27000110-01          | Option, Memory, 32GB, 2Rx4 RANK, DDR4-24      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9669 | 27000111-01          | Option, Memory, 32GB, 2Rx4 RANK, DDR4-24      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9670 | 27000116-01          | Option, Memory, 32GB, 2Rx4 RANK, DDR4-24      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9671 | 27000117-01          | Option, Memory, 32GB, 2Rx4 RANK, DDR4-24      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9672 | 27000120-01          | Option, Memory, 32GB, 2Rx4 RANK, DDR4-24      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9673 | 27000121-01          | Option, Memory, 32GB, 2Rx4 RANK, DDR4-24      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9674 | 2A2100G00-000-G      | SCREW                                         | ZROH            | MG7300           |  50.71 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9675 | 2A270JW00-600-G      | 9_SCREW-FRONT_TWITTER-RAIL.PRT                | ZROH            | MG7300           |   92.5 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9676 | 2A583DF00-600-G      | 9_SCREW-632-L4_806                            | ZROH            | MG7300           |     20 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9677 | 2A585MV00-G0K-G      | Screw, UNC 6-32, L5                           | ZROH            | MG7300           |      0 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9678 | 2A587PN00-600-G      | Screw, U4-40*6.35(WASHER)-P(NI)STEEL          | ZROH            | 05               |    240 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9679 | 2J071PN00-600-G      | 8_GASKET-OCP_PURLEY.PRT                       | ZROH            | MG7300           |    195 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9680 | 2RK01P010EWA         | BASE FOR 42U-RACK  SERVER                     | ZROH            | MG7300           |    198 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9681 | 2RK01P051EWA         | L-FRAME FOR 42U-RACK  SERVER                  | ZROH            | MG7300           |     35 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9682 | 2RK01P060EWA         | B-L-FRAME  FOR 42U-RACK  SERVER               | ZROH            | MG7300           |     37 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9683 | 2RK01P070EWA         | ROOF FOR 42U-RACK  SERVER                     | ZROH            | MG7300           |     65 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9684 | 2RK01P090EWA         | CROSSBEAM-2 FOR 42U-RACK  SERVER              | ZROH            | MG7300           |     23 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9685 | 2RK01P101EWA         | R-FRAME FOR 42U-RACK  SERVER                  | ZROH            | MG7300           |     35 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9686 | 2RK01P110EWA         | B-R-FRAME FOR 42U-RACK  SERVER                | ZROH            | MG7300           |     37 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9687 | 2RK01P191EWA         | B-MOUNTING-PROFILE  FOR 42U-RACK  SERVER      | ZROH            | MG7300           |     43 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9688 | 2RK01P310EWA         | TIE-DOWN-KIT-F FOR 42U-RACK  SERVER           | ZROH            | MG7300           |     24 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9689 | 2RK01P334EWA         | TOP-ANTI-TILT-LEGS FOR 42U-RACK  SERVER       | ZROH            | MG7300           |     49 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9690 | 2RK01P510EWA         | TOP-LOCK-BKT FOR 42U-RACK  SERVER             | ZROH            | MG7300           |     18 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9691 | 2RK01P650EWA         | CROSSBEAM-MID-RIB  FOR 42U-RACK  SERVER       | ZROH            | MG7300           |     26 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9692 | 2RK01P670EWA         | CROSSBEAM-MID FOR 42U-RACK  SERVER            | ZROH            | MG7300           |     37 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9693 | 2RK01P761EWA         | BUSH-OD8-5 FOR 42U-RACK  SERVER               | ZROH            | MG7300           |     16 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9694 | 2RK01P803EWA         | WHIP-MOUNT-BKT FOR 42U-RACK  SERVER           | ZROH            | MG7300           |     36 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9695 | 2RK01P870EWA         | SIDE-PANEL-HOOK-1 FOR 42U-RACK  SERVER        | ZROH            | MG7300           |     22 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9696 | 2RK01P875EWA         | SIDE-PANEL-HOOK-2_ORACLE                      | ZROH            | MG7300           |     22 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9697 | 2RK01P880EWA         | SPACER-BKT FOR 42U-RACK  SERVER               | ZROH            | MG7300           |     28 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9698 | 2RK04P170EWA         | F-ROOF-PANEL FOR 42U-RACK  SERVER             | ZROH            | MG7300           |     59 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9699 | 2RK04P180EWA         | R-ROOF-PANEL FOR 42U-RACK  SERVER             | ZROH            | MG7300           |     39 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9700 | 2RK04P240EWA         | T_SIDE-PANEL FOR 42U-RACK  SERVER             | ZROH            | MG7300           |    101 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9701 | 2RK04P520EWA         | TOP-B_SIDE-PANEL FOR 42U-RACK  SERVER         | ZROH            | MG7300           |     75 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9702 | 2SR-WZ01EWA          | PARTS BULK 1  FOR 42U-RACK  SERVER            | ZROH            | MG7300           |    125 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9703 | 2SR-WZ02EWA          | PARTS BULK 2  FOR 42U-RACK  SERVER            | ZROH            | MG7300           |     74 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9704 | 350743W00-245-G      | Cable, BP power cable                         | ZROH            | MG7300           |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9705 | 350746700-GEF-G      | AC Power Cord,1.5M, IEC C13-C14               | ZROH            | MG7300           |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9706 | 35121DL00-245-G      | Cable,SKU4 cable Slimline                     | ZROH            | MG7300           |     13 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9707 | 367691077            | Cable, HDMI, Power,Dioriteto Dedicated        | ZROH            | 05               |    740 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9708 | 3A027QB00-600-G      | BOX, RSC, 38.63X 23.00 X 7.99                 | ZROH            | MG7300           |      4 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9709 | 3A101JP00-600-G      | CORRUGATED ACCESSORY                          | ZROH            | MG7300           |    620 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9710 | 3AJ13-004            | 9_SCREW-6-32-L5                               | ZROH            | MG7300           |  91.67 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9711 | 3AJ13-030            | SCREW,M3 L=4                                  | ZROH            | MG7300           | 546.25 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9712 | 3B298HU00-600-G      | REAR FOAM INSERT                              | ZROH            | MG7300           |    430 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9713 | 3B298Q900-600-G      | BOTTOM FRONT CUSHION                          | ZROH            | MG7300           |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9714 | 3B298QA00-600-G      | BOTTOM REAR CUSHION                           | ZROH            | MG7300           |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9715 | 3B298U800-600-G      | TOP FRONT CUSHION                             | ZROH            | MG7300           |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9716 | 3B298U900-600-G      | TOP REAR CUSHION                              | ZROH            | MG7300           |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9717 | 3C037GC00-600-G      | Product label_ 40X40 BLANK                    | ZROH            | MG7300           |     55 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9718 | 3C037QY00-600-G      | LABEL_PCI-E_25GE_Dual port 0-9                | ZROH            | MG7300           |    935 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9719 | 3C037R000-600-G      | Twins BD_OCP25G_Mezz_Card_IO_Label            | ZROH            | MG7300           | 443.27 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9720 | 3C037R100-600-G      | 8_AIC 0-4 label                               | ZROH            | MG7300           |    685 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9721 | 3C037R200-600-G      | NVMe HDD number 0-11 LBL                      | ZROH            | MG7300           |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9722 | 3C037RP00-600-G      | R1-Groot-HDD Sequence Label_10                | ZROH            | MG7300           |    370 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9723 | 3C0398W00-G0D-G      | Label, Agency, 78mm x 50mm, Metalized Si      | ZROH            | 05               | 178.74 |      1000 |                                                                                                                                                |          13 |      1 |                NULL |             NULL |
|  9724 | 3C0398Y00-G0D-G      | Label, Agency, 78mm x 50mm, Metalized Si      | ZROH            | 05               | 203.95 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9725 | 42000834-10          | Option, PCIe, NIC, 1 Port, 1x50GE zQSFP,      | ZROH            | 05               |     90 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9726 | 42000834-11          | Option, PCIe, NIC, 1 Port, 1x50GE zQSFP,      | ZROH            | 03               |     96 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL |
|  9727 | 42000839-11          | Assy, PCBA, NIC, 1 Port, 1x100GE zQSFP,       | ZROH            | 02               |     90 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9728 | 42000839-12          | Assy, PCBA, NIC, 1 Port, 1x100GE zQSFP,       | ZROH            | 02               |     96 |      1000 |                                                                                                                                                |          10 |      1 |                NULL |             NULL |
|  9729 | 42001362-04          | Option, Assy, PCBA, IceFyre, Broadwell D      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9730 | 42001364-05          | Option, Assy, PCBA, Rackback, Choose 1        | ZROH            | 05               |    190 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9731 | 42001364-06          | Option, Assy, PCBA, Rackback, Choose 1        | ZROH            | 03               |    191 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9732 | 42001364-07          | Option, Assy, PCBA, Rackback, Choose 1        | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9733 | 42001365-06          | PCBA, Flatback, MOSFET fix                    | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9734 | 42001365-07          | PCBA, Flatback, MOSFET fix                    | ZROH            | 03               |    192 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9735 | 42001504-02          | Assy, PCBA, .975" x .35", Temp Sensor, T      | ZROH            | 03               |      2 |      1000 |                                                                                                                                                |          16 |      1 |                NULL |             NULL |
|  9736 | 460506700-548-G      | Groot and Twins CPU AL standard heatsink      | ZROH            | MG7300           |     12 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9737 | 490208U00-553-G      | AVC 4056 fan                                  | ZROH            | MG7300           |      5 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9738 | 7346829A0WD          | SHIP KIT PARTS  FOR 42U-RACK  SERVER          | ZROH            | MG7300           |     76 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9739 | 7D061H100-600-G      | 8_FAN-RUBBER_806-A                            | ZROH            | MG7300           | 101.46 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9740 | 7D061QG00-H60-G      | Silicone Rubber Foot,N/A,R1004W-BVG,G,00      | ZROH            | MG7300           | 146.33 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9741 | 7G763-01             | PE&EPE-BAG                                    | ZROH            | MG7300           |    800 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9742 | 7J03A-01             | PSU Label                                     | ZROH            | MG7300           |  304.8 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9743 | 7J773-01             | Mod1 SN Label                                 | ZROH            | MG7300           |  18.33 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9744 | 7JB31-002            | 7JB31-002 Label                               | ZROH            | MG7300           | 186.67 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9745 | 7Q001-39             | Pallet, 9-block-alt 1200x1000-FXN             | ZROH            | MG7300           |     13 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9746 | 7Q002-01             | BAG DESICCANT(100g)                           | ZROH            | MG7300           |    480 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9747 | 80030DB00-220-G      | RDIMM,DDR4,32GB,Hynix,HMA84GR7JJR4N-WM        | ZROH            | MG7300           |    118 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9748 | 81080N800-026-G      | SSD,1.92TB,Samsung,MZQLB1T9HAJR-00003         | ZROH            | MG7300           |    338 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9749 | 855538-001           | TAPE (BOX LABEL) 72x914m                      | ZROH            | MG7300           |   0.92 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9750 | 860206E00-289-G      | Liteoon CRPS 800W power module                | ZROH            | MG7300           |     66 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9751 | 900768               | RIVET, C'SUNK HD, 1/8 STL SK42BS              | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9752 | 900864               | SCREW, PHP, 6-32 X .38 SQ CONE, STL ZI        | ZROH            | 05               |  49.17 |      1000 |                                                                                                                                                |          17 |      1 |                NULL |             NULL |
|  9753 | 901359               | NUT, SELF CLINCH, 6-32-0 UNC                  | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9754 | BO2-H1               | insert nut for EMC Baffle                     | ZROH            | 05               |     20 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9755 | P1310AA10286-1       | Cable, SATA 22-pin Combo, 30AWG x 2-Pair      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9756 | PCB012700386-1Q      | Cable, Power, PDBB to Big Gulp Power mod      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9757 | PCB012700386-2       | Izumi Busbar Cable with Ferrite               | ZROH            | 05               |     12 |      1000 | same as 1130884-01 (which is not in SAP?)                                                                                                      |           9 |      1 |                NULL |             NULL |
|  9758 | PCB012800385-4       | Cable, Power, PDBB to Mobo, Length 102mm      | ZROH            | 05               |      9 |      1000 |                                                                                                                                                |          11 |      1 |                NULL |             NULL |
|  9759 | PCB042100447-2       | Cable, HDMI, Type D Male-to-Male, 19p, 3      | ZROH            | 05               |      3 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9760 | PCB042C00036-2       | Cable, HDMI, R/A Type A Male-to- Standar      | ZROH            | UMOTHR           |      3 |      1000 | comes in as GPN 16000516-01                                                                                                                    |          11 |      1 |                NULL |             NULL |
|  9761 | RHMAD-0065           | Cable, HDMI, R/A Type A Male-to- Standar      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9762 | SWS-1098191          | Rackback SWS model 0                          | ZHLB            | SM007            |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9763 | TI-SATA2200285       | Cable, SATA 22-pin Combo, 30AWG x 2-Pair      | ZROH            | 03               |      3 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9764 | 07118220             | PAD, SILOCONE, ADHESIVE BACKED .50 X .50      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9765 | 07123639             | SCR,CAPTIVE,PEM PFHV-632-0-CN                 | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9766 | 07128267             | BRACKET, RETAINER, NIC, ICEFYRE               | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9767 | 1074555              | Assy, Ola Bracket V2, GSSD, Warthog           | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9768 | 1090960              | Hard Drive, Paris-C 18TB HSMR, 7200RPM,       | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL | 
|  9769 | 1098731              | Assy, Tray, Ikea 3.0/4.0,RB,heatSpreader      | ZFRT            | 01               |      4 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9770 | 1111769              | LABEL, SYSTEM, Rackback, COO USA (with K      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9771 | 1111771              | LABEL, SYSTEM, Flatback, COO USA (with K      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9772 | 1111775              | LABEL, SYSTEM, Rackback, COO NLD (with K      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9773 | 1111777              | LABEL, SYSTEM, Flatback, COO NLD (with K      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9774 | 1113291              | Bumper, CPU Baffle, Conan                     | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9775 | 1116885-01           | Memory, 128GB, Hynix-Renesas-TI, DDR5-48      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9776 | 1116886-01           | Memory, 128GB, Hynix-Rambus-Renesas, DDR      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9777 | 1117606-01           | Packaging, Top Level Assembly, Truck Pac      | ZROH            | 04               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9778 | 1129857              | Assy, Tray, Ikea 3.0/4.0, Rackback-VE Sl      | ZFRT            | 01               |      4 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9779 | 1129866              | Assy, Tray, Ikea 4.0 RBS, Flatback-VE Sl      | ZFRT            | 01               |      4 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9780 | 2404258-3            | Cable, Power, PDBB to Big Gulp Power mod      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9781 | 1128685-02           | Assy, PCBA, Redback, PVT                      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9782 | 1128691-02           | Assy, PCBA, Yellowback, PVT                   | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9783 | 1133336              | Ampere Scalable Processors, 160/3.0GHz,       | ZROH            |                  |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9784 | 1111603-01           | Memory, 64GB, Samsung-IDT/Rambus-MPS, DD      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9785 | 1125367-04           | NIC, Diorite B0 FullRock 48GB with Googl      | ZROH            | 02               |      0 |      1000 | AST-A???                                                                                                                                       |           9 |      1 |                NULL |             NULL |
