| id    | Material             | Description                                   | SAPMaterialType | SAPMaterialGroup | Price  | PriceUnit | Notes                                                                                                                                          | PartType_id | org_id | TypicalContainerQty | TypicalPalletQty |
|  9304 | 1092681              | Fan Assembly Mech, Izumi, 80x80x38 mm, P      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9305 | 1092963-02           | Cable, Power, PDBB to Big Gulp Power Mod      | ZROH            | 05               |     11 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9306 | 1093342              | Assy, Diorite FullRock 12GB, 1x200GbE NI      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9307 | 1093403              | PDB Brick Heatsink , Extruded, Izumi, Fu      | ZROH            | 05               |      5 |      1000 |                                                                                                                                                |          20 |      1 |                NULL |             NULL |
|  9308 | 1093695-03           | Agora EVT1                                    | ZROH            | SM007            |     74 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9309 | 1093695-04           | PRE-DVT CONAN AGORA                           | ZROH            | 05               |     74 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9310 | 1093695-05           | CONAN_AGORA_DVT1(EM528+RG311_SANMINA)         | ZROH            | SM007            |     68 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9311 | 1093695-06           | CONAN_AGORA_DVT2(EM528+RG311)                 | ZHLB            | SM007            |     98 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9312 | 1093695-06-3F2       | REV OF PCA                                    | ZHLB            | SM007            |    117 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9313 | 1093695-06-613       | Assy, Agora-Conan, GCE PCB EM528_RG311,       | ZHLB            | 05               |     98 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9314 | 1093695-07           | Assy, Agora-Conan, DC-SCM, EM528_RTF(RG3      | ZHLB            | 05               |    100 |      1000 |                                                                                                                                                |          23 |      1 |                NULL |             NULL |
|  9315 | 1093695-08           | Assy, Agora-Conan, DC-SCM, EM528_RTF(RG3      | ZHLB            | 05               |    101 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9316 | 1093699              | Heatsink, CPU, Conan, EVT                     | ZROH            | 05               |    489 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9317 | 1093751              | Ampere Scalable Processors, 64/3.0GHz, A      | ZROH            | 03               |    680 |      1000 |                                                                                                                                                |          10 |      1 |                NULL |             NULL |
|  9318 | 1093974              | Assy Label, 2" x 0.75", Glossy White, Po      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9319 | 1096477              | Assy, Tray, Ikea 3.0/4.0, Rackback Slide      | ZFRT            | 01               |      3 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9320 | 1096612              | ASM, No Baffle, EMC Tray Cover, ILK/CN        | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9321 | 1096613              | Plastic, Baffle, EMC Tray Cover, EVT          | ZROH            | 05               |     18 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9322 | 1096613-01           | Plastic, Baffle, EMC Tray Cover, w/ Inse      | ZROH            | 05               |     23 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9323 | 1096998-01           | NIC, Diorite FullRock 12GB with Google W      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9324 | 1097116-03           | NIC, Diorite FullRock 48GB with Google W      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9325 | 1098724-03           | CSSD-PH2X, EXTRA SECURE CASE, 128GB RAW,      | ZROH            | 03               |     41 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL |
|  9326 | 1098743-03           | CSSD-PH2X, PCBA, 128GB Raw, 100GB Useabl      | ZROH            | 05               |     35 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9327 | 1098744-04           | CSSD-PH2X, PCBA, 128GB Raw, 100GB Useabl      | ZROH            | 05               |     34 |      1000 |                                                                                                                                                |          10 |      1 |                NULL |             NULL |
|  9328 | 1098746-04           | CSSD-PH2X, PCBA, 512GB Raw, 480GB Useabl      | ZROH            | 05               |     70 |      1000 |                                                                                                                                                |          19 |      1 |                NULL |             NULL |
|  9329 | 1098823-01           | Cable, HDMI, Power, Diorite to Dedicated      | ZROH            | 05               |      1 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9330 | 1099278              | ASM, EMC Tray Cover, Without Baffle, ILK      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9331 | 11000721-01          | Packaging, Rackback,Single Pack Box           | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9332 | 11000780-01          | Packaging, Assembly, Truck Pack(20), inc      | ZROH            | 03               |      0 |      1000 |                                                                                                                                                |          21 |      1 |                NULL |             NULL |
|  9333 | 110113G00-187-G      | Intel,8260,,2.4GHz,CD8069504201101            | ZROH            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9334 | 1101287              | ASM.EMC Tray Cover, Air Baffle, PVT           | ZROH            | 05               |     26 |      1000 |                                                                                                                                                |          11 |      1 |                NULL |             NULL |
|  9335 | 1101288              | Plastic, Baffle, EMC Tray Cover, w/o Ins      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9336 | 1101520              | Option, PCIe, NIC, 1 Port, 1x100GE zQSFP      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9337 | 1101522              | SCR,6-32x6MM,FHP,120 DEG,NYLOK,STL,ZN         | ZROH            | 05               |    120 |      1000 |                                                                                                                                                |          17 |      1 |                NULL |             NULL |
|  9338 | 1101569              | Heatsink, CPU, Modification, Conan, DVT       | ZROH            | 03               |    146 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9339 | 1101569-01           | Heatsink, CPU, Modification, Conan, DVT       | ZROH            | UMOTHR           |     36 |      1000 |                                                                                                                                                |          11 |      1 |                NULL |             NULL |
|  9340 | 1103636-01           | CONAN_MB_EVT1(EM528K+HVLP_GCE_main src B      | ZHLB            | SM007            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9341 | 1103636-02           | Pre-DVT Conan                                 | ZROH            | SM007            |    784 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9342 | 1103636-04           | Motherboard, Conan, PCB EM528K, DVT2          | ZROH            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9343 | 1103636-04-613       | Motherboard, PCBA, Conan, GCE PCB EM528K      | ZHLB            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9344 | 1103638-01           | Conan EVT-1                                   | ZROH            | SM007            |    784 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9345 | 1103638-02           | MOBO PRE-DVT CONAN                            | ZROH            | 05               |    909 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9346 | 1103638-03           | CONAN_MB_DVT1(EM528K+HVLP_SANMINA)            | ZROH            | SM007            |    591 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9347 | 1103638-04           | CONAN_MB_DVT2(MEGA-6G+HVLP2_GCE)              | ZHLB            | SM007            |    942 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9348 | 1103638-04-3F2       | Motherboard, PCBA, Conan, ISU PCB Meg6G_      | ZHLB            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9349 | 1103638-04-613       | Motherboard, PCBA, Conan, GCE PCB Meg6G_      | ZHLB            | 05               |    942 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9350 | 1103638-05           | Motherboard, PCBA, Conan, PCB Meg6G_HVLP      | ZHLB            | 05               |    965 |      1000 |                                                                                                                                                |          23 |      1 |                NULL |             NULL |
|  9351 | 1103745-01           | Option, Memory, 32GB, 2Rx4 RANK, DDR4-24      | ZROH            | 03               |    147 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL |
|  9352 | 1103750-03           | Assy, IO Module, Orizuru-Hybrid, IHS, 1       | ZFRT            | 01               |    177 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9353 | 1103751              | Assy, Orizuru-Hybrid, IO Module bracket,      | ZROH            | 05               |     12 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9354 | 1103751-01           | Assy, x16x8x8 IO Module Bracket, Izumi,       | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9355 | 1104415              | Hard Drive, 18TB, 7200 RPM, 512MB Cac         | ZROH            | 02               |    262 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL |
|  9356 | 1106221-01           | Memory, 32GB, Micron-IDT/Montage, DDR4-3      | ZROH            | 02               |    140 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL |
|  9357 | 1106228              | Hard Drive, Evans BP HSMR, 18TB, 7200 RP      | ZROH            | 03               |    277 |      1000 |                                                                                                                                                |          15 |      1 |                NULL |             NULL |
|  9358 | 1106934-02           | Assy, Warthog Debug, PCIe Gen4 x8, 4096G      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9359 | 1106934-04           | Assy, Warthog, PCIe Gen4 x8, 4096GB TLC,      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9360 | 1107157-01           | Cable, HDMI, Standard Type A Male-to- St      | ZROH            | 05               |      4 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9361 | 1107204-01           | Memory, 64GB, Micron-Montage/Renesas-MPS      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9362 | 1107204-02           | Memory, 64GB, Micron-Montage/Renesas-MPS      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9363 | 1107242-01           | Memory, 64GB, Micron-Montage/Renesas-Ren      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9364 | 1110360              | Option, Motherboard, PCBA, Conan, DVT2,       | ZMOD            | 05               |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9365 | 1110361              | Face plate, Warthog, x8 IO module, Izumi      | ZROH            | 05               |    510 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9366 | 1110361-FLG          | Face plate, Warthog, x8 IO module, Izumi      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9367 | 1110384              | SM, x8 IO MODULE FACEPLATE, RAZORBACK         | ZROH            | 05               |     10 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9368 | 1110819              | ASM, PDB Ejection Module, Mobo Bottom Br      | ZROH            | 05               |      8 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9369 | 1110819-FLG          | ASM, PDB Ejection Module, Mobo Bottom Br      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9370 | 1110820              | ASM, PDB Ejection Module, Board to Board      | ZROH            | 05               |      6 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9371 | 1110820-01           | ASM, PDB Ejection Module, Board to Board      | ZROH            | 05               |      3 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9372 | 1110820-01-FLG       | ASM, PDB Ejection Module, Mobo Bottom Br      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9373 | 1110831              | Plastic, PDB Interposer Cradle w/ M3x3 T      | ZROH            | 05               |    860 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9374 | 1110831-FLG          | Plastic, PDB Interposer Cradle w/ M3x3 T      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9375 | 1110833              | ASM, PDB Bracket                              | ZROH            | 05               |     14 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9376 | 1110833-FLG          | ASM, PDB Bracket                              | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9377 | 1110834              | ASM, PDB Cover                                | ZROH            | 05               |      1 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9378 | 1110834-FLG          | ASM, PDB Cover                                | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9379 | 1110835              | ASM, PDB Fan Cage Bracket                     | ZROH            | 05               |      2 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9380 | 1110835-01           | ASM, PDB Fan Cage Bracket                     | ZROH            | 05               |      2 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9381 | 1110835-01-FLG       | ASM, PDB Fan Cage Bracket                     | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9382 | 1110841              | Plastic, PDB Cable Duct w/ M3x3 Threaded      | ZROH            | 05               |    600 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9383 | 1110841-FLG          | Plastic, PDB Cable Duct w/ Inserts            | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9384 | 1110843              | Plastic, PDB Fan Holder w/ Inserts, IZU/      | ZROH            | 05               |    330 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9385 | 1110843-FLG          | Plastic, PDB Fan Holder w/ Inserts, IZU/      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9386 | 1110844-01           | SM, PDB Fan Cage Bracket                      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9387 | 1110847              | ASM, Bay Air Baffle Module                    | ZROH            | 05               |      6 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9388 | 1110847-FLG          | ASM, Bay Air Baffle Module                    | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9389 | 1110850              | ASM, Tray Right Blank Filler                  | ZROH            | 05               |      1 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9390 | 1110850-FLG          | ASM, Tray Right Blank Filler                  | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9391 | 1111596-01           | Memory, 32GB, Samsung-IDT/RBS-MPS, DDR5-      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9392 | 1111598-01           | Memory, 32GB, Samsung-MTG-S.LSI, DDR5-48      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9393 | 1111599-01           | Memory, 32GB, Samsung-MTG-S.LSI, DDR5-48      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9394 | 1111669-01           | Memory, 64GB, Samsung-IDT/RBS-MPS, DDR5-      | ZROH            | 02               |    420 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9395 | 1111728-01           | Memory, 32GB, Micron-Montage/Renesas-MPS      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9396 | 1111728-02           | Memory, 32GB, Micron-Montage/Renesas-MPS      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9397 | 1111735-01           | Memory, 32GB, Micron-Montage/Renesas-Ric      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9398 | 1111738-01           | Memory, 32GB, Micron-Montage/Renesas-Ric      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9399 | 1111739-01           | Memory, 32GB, Micron-Montage/Renesas-MPS      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9400 | 1112025              | Options, Programmed part, BIOS, Rackback      | ZMOD            | 05               |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9401 | 1112028-01           | Options, Programmed part, BIOS, Rackback      | ZROH            | 05               |      1 |      1000 |                                                                                                                                                |          16 |      1 |                NULL |             NULL |
|  9402 | 1112140              | Option, Memory, 64GB, 9x4, 2Rx4 RANK, DD      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9403 | 1112233-01           | Memory, 64GB, Hynix-Renesas-TI, DDR5-480      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9404 | 1112234-01           | Memory, 64GB, Hynix-Renesas-TI, DDR5-480      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9405 | 1112236-01           | Memory, 64GB, Hynix-Renesas-TI, DDR5-480      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9406 | 1112237-01           | Memory, 64GB, Hynix-Rambus-Renesas, DDR5      | ZROH            | 02               |    420 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9407 | 1112244-01           | Memory, 32GB, Hynix-Renesas-TI, DDR5-480      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9408 | 1112246-01           | Memory, 32GB, Hynix-Rambus-Renesas, DDR5      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9409 | 1112270              | Assy, Fan Module, Plastic Guard, Rackbac      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9410 | 1112401-01           | Memory, 32GB, Samsung-Montage-S.LSI, DDR      | ZROH            | 02               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9411 | 1112402-01           | Memory, 32GB, Samsung-IDT/Rambus-MPS, DD      | ZROH            | 02               |    220 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9412 | 1112433-01           | Memory, 64GB, Samsung-Montage-S.LSI, DDR      | ZROH            | 02               |    420 |      1000 |                                                                                                                                                |           8 |      1 |                NULL |             NULL |
|  9413 | 1112460              | Sheet Metal, IZU x8 PCIe Dummy Bracket        | ZROH            | 05               |    270 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9414 | 1112460-FLG          | Sheet Metal, IZU x8 PCIe Dummy Bracket        | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9415 | 1112582              | ASM, Top Cover w/ Hardware                    | ZROH            | 03               |     41 |      1000 |                                                                                                                                                |          18 |      1 |                NULL |             NULL |
|  9416 | 1112583              | Plastic, Baffle, EMC, Astoria                 | ZROH            | 03               |     16 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9417 | 1112583-01           | Plastic, Baffle, EMC, Astoria, EVT1           | ZROH            | 05               |     16 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9418 | 1112593              | ASM, Tray Cover, Air Baffle, Astoria          | ZROH            | 05               |     60 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9419 | 1112593-01           | ASM, Tray Cover, Air Baffle, Astoria, EV      | ZROH            | 05               |     60 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9420 | 1112593-02           | ASM, Tray Cover, Air Baffle, Astoria, EV      | ZROH            | 05               |     41 |      1000 |                                                                                                                                                |           9 |      1 |                NULL |             NULL |
|  9421 | 1112593-02-FLG       | ASM, Tray Cover, Air Baffle, Astoria(FLE      | ZROH            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9422 | 1112593-03           | ASM, Tray Cover, Air Baffle, Astoria, EV      | ZMOD            | SM009            |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9423 | 1112690              | Assy, Tray, ASTORIA, Base Config, Pre-EV      | ZMOD            | 03               |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9424 | 1112728              | Assy, Tray, Conan, 1xAltra 64/3.0, 1x64G      | ZFRT            | 01               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9425 | 1112729              | Assy, Tray, Conan, 1xAltra 64/3.0, Base       | ZMOD            | 05               |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9426 | 1112985              | Plastic, CPU Baffle, Conan                    | ZROH            | 05               |     11 |      1000 |                                                                                                                                                |          14 |      1 |                NULL |             NULL |
|  9427 | 1112986              | Assy, CPU Baffle, Conan                       | ZROH            | 05               |      4 |      1000 |                                                                                                                                                |          11 |      1 |                NULL |             NULL |
|  9428 | 1113064              | Options Hard Drive, 18T HSMR (19.4TB), S      | ZMOD            | 05               |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9429 | 1113065              | Options Hard Drive, 18T HSMR (19.4TB), S      | ZMOD            | 05               |      0 |         0 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9430 | 1113292              | SCR,M4X.7MMX10MM L,PAN,PHILLIPS,STL,ZN        | ZROH            | 05               |    105 |      1000 |                                                                                                                                                |          17 |      1 |                NULL |             NULL |
|  9431 | 1113348-01           | Motherboard, PCBA, Astoria, Pre-EVT, Meg      | ZHLB            | 03               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9432 | 1113348-02           | Motherboard, PCBA, Astoria, EVT1, Meg6G,      | ZHLB            | 05               |      0 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
|  9433 | 1113348-03           | Motherboard, PCBA, Astoria, EVT2, Meg6G,      | ZHLB            | 05               |      1 |      1000 |                                                                                                                                                |          22 |      1 |                NULL |             NULL |
